id,label,group,loco,prediction
229,0,1,-0.05235222,0.43270233
231,0,1,-0.092286795,0.15908661
232,0,0,0.0,0.58250415
234,1,1,0.0059306026,0.9802545
238,0,1,0.16508889,0.47679862
241,1,1,0.17269021,0.5265926
243,1,0,0.0,0.8945473
244,0,0,0.0,0.42123678
245,0,1,-0.039988577,0.672727
246,1,0,0.0,0.83135617
248,1,1,-0.12398067,0.3530789
249,1,0,0.0,0.6296906
252,0,0,0.0,0.66298527
254,1,1,-0.10481763,0.6434518
258,0,1,0.12735724,0.39565107
260,1,1,-0.09615761,0.81609184
265,0,1,-0.16859564,0.14807081
268,1,0,0.0,0.99071586
269,1,0,0.0,0.948754
275,0,1,-0.12398067,0.3530789
277,0,1,-0.06418085,0.04280193
278,1,1,-0.09737772,0.5355211
281,1,1,-0.03768152,0.91575843
282,1,0,0.0,0.5377396
287,0,1,-0.27817327,0.5780385
288,1,0,0.0,0.8690005
289,0,1,-0.11193714,0.074905075
291,1,0,0.0,0.7977465
293,1,1,-0.0768916,0.52683073
294,1,1,-0.1555705,0.6747674
297,1,1,0.1843926,0.56253856
299,1,0,0.0,0.9242973
300,1,0,0.0,0.89022756
301,1,0,0.0,0.7482497
302,0,1,-0.005118848,0.0035386377
306,0,1,-0.042614967,0.42191502
308,1,1,-0.033563316,0.8168195
310,0,1,0.1504218,0.7094031
313,0,0,0.0,0.06951288
315,1,1,-0.12905455,0.690385
317,0,1,0.21134287,0.66810495
319,1,0,0.0,0.75884247
320,0,1,-0.052788597,0.028006386
321,0,1,-0.14546287,0.6703881
326,1,0,0.0,0.9746026
327,1,0,0.0,0.97608227
330,1,1,-0.09052795,0.647177
331,1,0,0.0,0.6969667
332,0,1,0.15095627,0.6445817
333,0,1,-0.09304196,0.28891787
334,0,1,-0.08295716,0.030870568
335,1,1,-0.185134,0.69914776
337,0,1,-0.30805838,0.16893978
338,0,1,-0.1020001,0.21522655
344,1,1,-0.13147652,0.80788517
345,1,0,0.0,0.89374125
347,1,0,0.0,0.49850494
348,1,1,-0.12472123,0.76902
349,1,0,0.0,0.7085335
350,0,1,-0.14035699,0.08681429
351,0,0,0.0,0.7085335
354,1,1,-0.07527089,0.5275783
355,1,1,-0.032579243,0.5102524
357,0,0,0.0,0.66298527
358,1,0,0.0,0.791808
359,0,1,-0.014030547,0.004598777
361,1,0,0.0,0.97046787
362,0,1,-0.019876366,0.005376333
363,0,0,0.0,0.40486246
364,1,1,-0.05086112,0.67151564
366,0,0,0.0,0.42934212
382,0,0,0.0,0.04065232
384,1,1,-0.0757947,0.7094433
385,0,1,-0.16014978,0.18471408
386,0,1,-0.08331001,0.6136153
390,1,1,-0.09748024,0.35003507
393,1,1,-0.022499561,0.6727406
396,0,1,-0.1993964,0.38571903
399,1,1,-0.1042822,0.7738806
400,1,1,0.11007282,0.45331585
402,1,1,-0.09611684,0.69450563
404,0,0,0.0,0.72237676
405,0,0,0.0,0.68574
406,0,1,-0.0859559,0.0595824
407,0,1,-0.0793132,0.0823527
408,1,0,0.0,0.30031434
411,1,1,-0.17172104,0.60031855
416,0,1,-0.22596693,0.60815084
417,1,1,-0.10112661,0.7168931
423,1,0,0.0,0.7486472
425,1,0,0.0,0.99065816
428,1,0,0.0,0.73787117
429,0,1,-0.1496566,0.3871873
430,0,1,-0.05842215,0.63074225
432,1,0,0.0,0.73285776
435,1,1,-0.17290157,0.5599562
437,0,0,0.0,0.60372233
438,1,1,-0.041098356,0.5792575
440,1,1,-0.075654626,0.563794
445,1,0,0.0,0.9391091
446,0,1,0.002491355,0.22264779
451,0,1,-0.11590933,0.08409729
452,1,0,0.0,0.9740632
456,1,0,0.0,0.6710219
459,1,1,0.12735724,0.39565107
462,1,1,-0.033563316,0.8168195
463,1,0,0.0,0.9472833
464,1,0,0.0,0.7530957
465,1,0,0.0,0.8545029
468,1,1,0.0031377077,0.6888777
469,0,1,-0.1993964,0.38571903
474,1,0,0.0,0.9746026
475,1,0,0.0,0.9915911
478,0,1,0.03613448,0.29041094
480,0,1,-0.1993964,0.38571903
484,0,0,0.0,0.14146097
485,0,1,-0.08750397,0.2850484
487,0,0,0.0,0.054918848
489,1,0,0.0,0.815851
495,0,1,-0.04269588,0.8047364
496,1,0,0.0,0.35653254
499,0,0,0.0,0.7085335
500,0,1,-0.038069814,0.12094824
501,1,0,0.0,0.87113196
502,1,1,-0.06150019,0.59879845
505,1,1,-0.049883306,0.70293987
509,0,0,0.0,0.7183991
516,0,1,-0.018881433,0.009682362
517,0,1,-0.105763584,0.416387
518,1,1,-0.11660081,0.60380036
522,1,0,0.0,0.791808
523,0,1,-0.084099516,0.1845587
526,0,0,0.0,0.15901805
527,1,0,0.0,0.99382955
530,0,0,0.0,0.1255927
531,0,1,-0.15069793,0.10159193
532,1,0,0.0,0.6028492
533,0,1,0.11007282,0.45331585
537,0,1,-0.08554208,0.64811134
538,1,1,-0.13327354,0.666006
540,1,0,0.0,0.9945802
542,0,1,-0.14029811,0.047104474
547,1,0,0.0,0.7630639
548,1,1,-0.16555128,0.19143444
552,0,0,0.0,0.2841006
557,0,1,-0.06378426,0.032528523
558,0,1,-0.15803087,0.28693733
561,1,0,0.0,0.7935299
563,1,0,0.0,0.9580744
565,0,0,0.0,0.8499014
566,0,1,-0.02934049,0.033025432
567,1,0,0.0,0.9689867
569,1,1,0.1269941,0.43416357
572,1,1,-0.09940332,0.691249
573,1,1,-0.08007884,0.73949975
576,0,1,-0.12415629,0.03225576
579,0,1,-0.119531505,0.10237009
580,0,0,0.0,0.08879013
581,0,1,-0.010515055,0.004459774
584,0,1,-0.14440137,0.57045156
586,1,1,-0.14704537,0.7844467
588,1,1,0.03613448,0.29041094
590,0,0,0.0,0.03330545
594,1,0,0.0,0.9753583
597,0,1,-0.056267172,0.017867932
598,0,1,-0.14363997,0.23669781
599,1,0,0.0,0.7584105
602,0,1,-0.043034818,0.013248655
603,0,1,-0.28800887,0.27124643
604,0,1,-0.13263991,0.42848715
608,1,0,0.0,0.72237676
611,1,1,-0.110025644,0.7790513
612,0,1,-0.08445737,0.06789987
613,1,0,0.0,0.7624284
616,1,1,-0.029774964,0.53380233
622,0,0,0.0,0.88808703
623,1,0,0.0,0.9915911
624,0,1,0.04248184,0.3673914
627,0,1,-0.32803893,0.19654007
628,1,0,0.0,0.8410679
630,1,0,0.0,0.6028492
633,1,0,0.0,0.97799176
635,1,1,0.002090633,0.29878947
637,0,0,0.0,0.47705957
638,0,1,-0.0757427,0.09087207
640,0,1,-0.1993964,0.38571903
641,0,0,0.0,0.8377367
644,0,1,-0.20232418,0.05533025
645,0,1,-0.08201871,0.11035786
647,1,0,0.0,0.791808
648,0,1,-0.011555076,0.95556825
649,1,0,0.0,0.6305866
651,1,1,-0.0524666,0.28717148
653,0,0,0.0,0.19727027
654,1,0,0.0,0.714187
656,0,1,-0.08321798,0.6165346
657,0,1,0.022940643,0.078929454
659,0,0,0.0,0.5789946
660,1,0,0.0,0.84280723
662,0,0,0.0,0.30716947
664,1,0,0.0,0.85152304
669,0,1,-0.24440697,0.085306935
674,1,1,-0.12332359,0.48836365
675,1,0,0.0,0.88933206
678,1,1,-0.03284353,0.85362226
679,1,1,-0.082084835,0.72517484
680,1,1,-0.09560269,0.59468853
681,1,0,0.0,0.69901395
685,0,1,-0.12523872,0.5388356
686,1,0,0.0,0.9393617
688,0,1,-0.10384492,0.025065726
691,0,1,-0.05842215,0.63074225
692,0,1,-0.04592514,0.6025286
693,0,0,0.0,0.6759093
694,1,0,0.0,0.7085335
697,1,1,-0.058722556,0.6617734
700,0,1,-0.13468565,0.01975183
701,0,1,-0.14363997,0.23669781
703,1,0,0.0,0.9591883
704,1,1,-0.11747497,0.6913048
707,0,1,-0.05508785,0.009111621
708,0,1,-0.030825472,0.012334572
709,0,1,-0.06271696,0.15263677
711,0,1,-0.016093064,0.009959563
712,1,1,-0.13951951,0.8377898
713,0,1,-0.48857808,0.19042431
715,0,0,0.0,0.5367847
716,1,1,-0.20108354,0.5571847
718,0,1,-0.16014978,0.18471408
720,1,0,0.0,0.894727
722,1,0,0.0,0.7486472
724,1,0,0.0,0.72040117
726,0,0,0.0,0.5463103
727,1,0,0.0,0.948754
729,1,0,0.0,0.9726924
737,0,0,0.0,0.022030482
738,0,0,0.0,0.14817874
743,1,1,-0.004050076,0.5418902
745,1,0,0.0,0.7183991
752,1,0,0.0,0.8377367
753,1,1,-0.029154897,0.9612973
754,1,1,-0.058924824,0.47305635
756,1,0,0.0,0.99341327
757,0,1,-0.08896345,0.7630777
762,1,0,0.0,0.7410975
765,0,1,-0.038881447,0.027262766
769,0,0,0.0,0.48505455
770,1,0,0.0,0.95533943
771,1,0,0.0,0.716401
775,1,0,0.0,0.8389343
785,1,1,0.18364453,0.7661487
786,1,0,0.0,0.9485167
789,1,1,-0.16471523,0.6702269
790,1,1,0.19845799,0.54288965
793,0,1,-0.29275844,0.33865884
794,0,1,-0.10286197,0.31277993
796,1,0,0.0,0.66029865
798,0,0,0.0,0.77691954
803,0,1,-0.43162945,0.40730485
804,1,1,-0.1993964,0.38571903
805,1,0,0.0,0.30564892
806,1,0,0.0,0.66029865
807,0,0,0.0,0.6328988
808,1,0,0.0,0.2136117
810,1,1,-0.10481763,0.6434518
812,1,1,-0.073360026,0.58962524
813,1,1,-0.06359531,0.034199614
814,1,0,0.0,0.66593397
815,1,0,0.0,0.4449682
818,1,0,0.0,0.72237676
821,0,1,-0.11040127,0.64165074
823,0,1,-0.12272313,0.062365323
825,0,0,0.0,0.0976379
831,1,0,0.0,0.8954808
835,0,1,-0.1392575,0.21737157
837,0,0,0.0,0.718233
838,1,1,-0.19486827,0.693674
841,1,0,0.0,0.31722665
843,0,1,-0.064671695,0.23087549
844,0,1,-0.12357569,0.6904364
847,0,1,-0.0524666,0.28717148
849,1,1,-0.09858334,0.704953
850,0,1,-0.045079134,0.033198513
851,1,0,0.0,0.98720783
852,0,1,-0.08201871,0.11035786
853,1,1,-0.29179507,0.59395665
855,1,1,-0.08896345,0.7630777
856,0,0,0.0,0.8481585
857,0,1,-0.05347538,0.0067764292
858,1,1,0.090558946,0.80895805
859,0,1,-0.105763584,0.416387
861,1,0,0.0,0.4222003
863,1,0,0.0,0.65300447
867,1,1,-0.23966742,0.24623841
869,1,0,0.0,0.45917368
870,1,1,0.13269877,0.51801914
871,1,0,0.0,0.92550856
872,0,1,-0.052788597,0.028006386
875,1,1,0.094240546,0.7730779
881,1,0,0.0,0.86024827
882,1,0,0.0,0.8133171
884,1,0,0.0,0.9939732
886,1,0,0.0,0.9649048
887,0,1,-0.07312566,0.37316215
888,1,0,0.0,0.33481452
889,1,0,0.0,0.5367847
899,1,1,-0.069963455,0.77110445
900,0,0,0.0,0.15901805
901,1,1,-0.033563316,0.8168195
906,0,0,0.0,0.30716947
909,1,1,-0.24440697,0.085306935
913,0,1,-0.12898564,0.59101933
914,0,1,-0.14146313,0.4891235
916,1,1,-0.09162384,0.75827754
917,0,1,-0.051905654,0.012483226
918,1,1,-0.00526613,0.8095625
921,0,1,-0.082084835,0.72517484
922,0,0,0.0,0.2136117
924,1,0,0.0,0.99341327
925,1,0,0.0,0.8562118
926,0,1,-0.23928492,0.22687699
927,1,0,0.0,0.8520411
930,0,1,-0.07527089,0.5275783
934,0,1,-0.15224095,0.15340798
935,1,0,0.0,0.97608227
943,1,0,0.0,0.7992796
944,1,1,-0.13177422,0.07981041
946,1,1,-0.3687488,0.24863032
947,0,0,0.0,0.06282617
948,0,1,0.05496201,0.38977653
949,0,0,0.0,0.116519116
951,1,1,-0.10441673,0.6693001
953,1,1,-0.07086772,0.766869
955,0,1,-0.19766957,0.28487906
959,0,1,-0.06387205,0.033104375
960,0,0,0.0,0.33963808
962,0,0,0.0,0.48590583
963,0,0,0.0,0.63780296
964,0,0,0.0,0.17606373
965,1,1,-0.08896345,0.7630777
967,0,1,-0.032175135,0.00822937
968,1,0,0.0,0.78752154
971,1,1,0.017358363,0.8231022
973,1,0,0.0,0.9916609
975,1,1,-0.15803087,0.28693733
977,0,1,0.04248184,0.3673914
978,1,1,-0.054847717,0.7082162
987,0,1,-0.036111593,0.12412484
988,0,1,-0.010780271,0.041679196
990,0,0,0.0,0.8689801
993,1,0,0.0,0.847193
995,0,1,-0.073360026,0.58962524
996,1,1,-0.12398067,0.3530789
998,0,1,-0.05994289,0.015485193
999,1,0,0.0,0.8314386
1000,0,1,-0.005756706,0.0025009317
1001,0,1,-0.022098204,0.030599972
1002,0,1,-0.08201871,0.11035786
1003,0,1,-0.20108354,0.5571847
1005,1,1,-0.08038074,0.9057053
1006,1,1,-0.19374406,0.6270967
1007,1,1,0.04687637,0.75478494
1008,1,0,0.0,0.97046787
1014,0,1,-0.15803087,0.28693733
1015,1,1,-0.08504112,0.056291807
1022,1,1,0.061941266,0.73280674
1023,1,0,0.0,0.9584297
1024,1,1,-0.033563316,0.8168195
1025,0,1,-0.19397527,0.6771567
1026,0,1,-0.11583327,0.17244722
1027,0,1,-0.08201871,0.11035786
1030,1,0,0.0,0.7180161
1031,0,0,0.0,0.015547524
1034,0,1,-0.1229167,0.2186918
1036,1,1,-0.043716818,0.38709503
1038,1,0,0.0,0.7115836
1043,0,1,-0.056057245,0.32680318
1044,0,1,-0.2566798,0.4627429
1048,0,1,-0.17418213,0.1725414
1049,1,0,0.0,0.9314921
1051,1,1,-0.13068676,0.62772375
1056,0,0,0.0,0.72102416
1057,0,1,-0.043996457,0.015031696
1058,1,1,-0.14546287,0.6703881
1059,0,1,-0.12332359,0.48836365
1060,1,1,-0.08195573,0.7043594
1061,1,1,-0.124275446,0.68043435
1062,1,1,-0.05541122,0.5405502
1063,0,1,-0.20131537,0.085356206
1065,0,1,-0.08666089,0.0432018
1066,1,0,0.0,0.8487751
1068,1,0,0.0,0.6874675
1069,1,0,0.0,0.944082
1072,1,1,-0.033123672,0.74976957
1076,0,0,0.0,0.6640743
1077,0,1,-0.0768916,0.52683073
1082,0,1,-0.16072252,0.17036736
1084,1,1,-0.09163207,0.87323564
1086,0,1,-0.12398067,0.3530789
1087,1,0,0.0,0.5459403
1088,1,0,0.0,0.9740632
1089,1,0,0.0,0.85152304
1093,1,0,0.0,0.5368439
1094,1,0,0.0,0.72237676
1096,1,0,0.0,0.99359906
1099,1,0,0.0,0.35698572
1103,0,1,-0.07527089,0.5275783
1106,1,0,0.0,0.79065233
1107,1,0,0.0,0.47705957
1109,1,1,-0.092017055,0.7420612
1110,0,1,0.067560196,0.54572415
1111,0,1,-0.16946405,0.54863995
1119,0,1,-0.039327487,0.020413825
1120,0,1,-0.06150019,0.59879845
1121,1,1,-0.049883306,0.70293987
1122,1,1,-0.06150019,0.59879845
1123,0,1,-0.22881049,0.51756597
1125,0,1,-0.061411053,0.057672396
1127,1,1,-0.0768916,0.52683073
1128,0,0,0.0,0.33481452
1130,0,0,0.0,0.018338747
1131,0,1,-0.15803087,0.28693733
1132,1,0,0.0,0.90137357
1136,0,1,-0.04431998,0.034182206
1138,0,1,0.13869601,0.72180724
1140,1,1,-0.12140739,0.77055657
1141,0,1,-0.22547814,0.17034206
1142,0,1,-0.04402727,0.7914746
1143,0,1,-0.1993964,0.38571903
1144,0,1,0.1914075,0.5343417
1145,0,1,-0.11116198,0.21654373
1146,0,1,-0.1224328,0.28344083
1150,0,1,-0.0074932,0.016087145
1153,0,0,0.0,0.15993461
1156,1,1,0.11007282,0.45331585
1159,1,1,-0.068054974,0.8333186
1160,0,1,0.11007282,0.45331585
1162,0,1,-0.15564479,0.17724986
1163,0,1,-0.06359531,0.034199614
1166,0,1,-0.09748024,0.35003507
1169,1,1,-0.0757947,0.7094433
1172,1,1,-0.11776912,0.6864502
1173,0,1,-0.083200365,0.38267884
1176,1,0,0.0,0.8410679
1177,1,0,0.0,0.9536281
1179,1,1,-0.08399594,0.61297077
1181,0,1,0.09696391,0.49903366
1186,1,0,0.0,0.61168724
1187,0,0,0.0,0.1255927
1191,1,0,0.0,0.6028492
1192,0,1,-0.36848107,0.2288048
1193,0,0,0.0,0.73770493
1195,0,1,0.044892848,0.66050094
1196,1,0,0.0,0.8042193
1197,0,1,-0.12398067,0.3530789
1198,1,0,0.0,0.79711473
1200,0,1,-0.06150019,0.59879845
1202,0,1,-0.005036981,0.0020639445
1205,1,1,-0.019150078,0.9732291
1209,1,0,0.0,0.58511543
1212,0,1,0.17741,0.5167291
1213,1,1,-0.044335604,0.7431132
1216,0,0,0.0,0.66667557
1217,1,1,-0.09342927,0.6574577
1219,1,1,0.020175338,0.8380329
1220,1,1,-0.10747886,0.76152164
1222,0,1,-0.03838053,0.01643018
1225,1,1,-0.07352486,0.49217263
1229,0,1,0.04640594,0.4962035
1230,1,1,-0.06150019,0.59879845
1233,1,0,0.0,0.17010923
1235,0,1,-0.056078944,0.013023358
1237,0,1,-0.13153428,0.6814442
1238,1,0,0.0,0.73579323
1239,0,1,-0.19274217,0.38055158
1240,0,1,-0.032134023,0.0110140955
1241,1,0,0.0,0.7935299
1243,1,0,0.0,0.94249934
1244,1,0,0.0,0.72102416
1246,0,1,-0.16422369,0.19093741
1247,1,1,0.12594283,0.45497614
1248,1,0,0.0,0.908701
1250,0,1,-0.052464932,0.019078879
1254,0,1,-0.034694374,0.014412073
1255,0,1,-0.08828822,0.16692507
1256,0,1,-0.020121992,0.013183459
1257,0,1,-0.13171461,0.2976275
1258,0,1,-0.48217025,0.10628577
1259,1,0,0.0,0.33289465
1260,0,1,-0.19619119,0.7602536
1261,1,1,-0.13344622,0.55916446
1262,1,0,0.0,0.93550104
1268,1,1,-0.038838625,0.6696949
1269,1,1,-0.13327354,0.666006
1272,0,1,-0.05541122,0.5405502
1275,1,0,0.0,0.894727
1276,0,1,-0.04229939,0.28645825
1280,0,0,0.0,0.51440597
1281,1,0,0.0,0.8258075
1282,0,1,-0.16555128,0.19143444
1283,0,1,-0.16555128,0.19143444
1286,1,0,0.0,0.19727027
1290,0,1,-0.20350471,0.31090125
1292,1,0,0.0,0.77691954
1293,0,1,-0.077013455,0.05544334
1295,1,0,0.0,0.6509164
1296,1,0,0.0,0.8047098
1298,0,1,-0.022210252,0.024189882
1300,0,0,0.0,0.22015643
1303,1,1,-0.07352486,0.49217263
1305,0,1,-0.11474861,0.074766204
1306,1,1,-0.07312566,0.37316215
1310,0,0,0.0,0.30031434
1313,0,1,-0.05086112,0.67151564
1314,0,1,-0.017893093,0.0069678593
1315,1,1,-0.06150019,0.59879845
1318,0,1,-0.16522467,0.09883407
1323,1,1,0.18903854,0.50975305
1324,1,0,0.0,0.8499014
1325,1,1,-0.1042822,0.7738806
1326,0,1,-0.11130032,0.032220796
1328,1,1,0.23336834,0.67808366
1329,0,0,0.0,0.47705957
1330,1,0,0.0,0.6500224
1331,0,1,-0.039327487,0.020413825
1334,1,1,-0.038838625,0.6696949
1336,1,0,0.0,0.9242973
1342,0,1,-0.051606774,0.6143272
1344,1,1,-0.1455819,0.7106358
1345,1,0,0.0,0.5510013
1346,0,1,-0.022328258,0.4031397
1347,1,0,0.0,0.5494455
1348,0,1,0.20847598,0.68628216
1351,0,1,-0.11193714,0.074905075
1352,0,0,0.0,0.68574
1353,1,0,0.0,0.92560273
1358,0,1,-0.15118021,0.6019155
1360,1,1,-0.029774964,0.53380233
1361,1,1,-0.23966742,0.24623841
1366,1,0,0.0,0.93313026
1367,1,1,-0.06421769,0.64996934
1369,1,0,0.0,0.39413208
1370,1,0,0.0,0.97946495
1372,1,0,0.0,0.66029865
1377,0,1,-0.2192603,0.47359917
1379,0,1,-0.12398067,0.3530789
1380,1,1,-0.21041822,0.50781476
1382,1,1,-0.069963455,0.77110445
1384,0,0,0.0,0.92560273
1385,1,1,-0.20053688,0.43947807
1388,1,0,0.0,0.96472377
1393,1,1,-0.08554208,0.64811134
1395,0,1,-0.069219835,0.05637286
1396,0,1,-0.0056738094,0.002326528
1397,0,1,-0.19689256,0.7634953
1399,1,0,0.0,0.69975257
1402,1,1,-0.11809152,0.8393919
1408,0,1,-0.2178658,0.11708187
1410,1,1,-0.004199326,0.5736487
1419,1,0,0.0,0.7486822
1427,0,1,-0.014030547,0.004598777
1428,0,1,-0.08750397,0.2850484
1429,0,1,-0.15564479,0.17724986
1431,0,0,0.0,0.63780296
1433,0,1,-0.16555128,0.19143444
1435,1,1,-0.1724694,0.41086802
1436,0,1,-0.0657531,0.01165401
1438,0,0,0.0,0.38033983
1439,1,0,0.0,0.58511543
1441,0,1,-0.082084835,0.72517484
1443,0,1,-0.092017055,0.7420612
1445,0,1,0.056179926,0.2337673
1446,1,0,0.0,0.7148529
1447,1,0,0.0,0.68373054
1448,1,0,0.0,0.6328988
1452,0,0,0.0,0.22015643
1455,1,1,-0.029211283,0.92748415
1456,0,1,-0.08666089,0.0432018
1458,1,0,0.0,0.56112707
1461,0,1,-0.1020001,0.21522655
1463,0,1,-0.2925895,0.4377126
1467,0,1,-0.13219108,0.12521662
1470,0,1,-0.34326017,0.5639159
1471,0,0,0.0,0.2841006
1473,1,1,-0.029853344,0.7753873
1474,1,1,-0.092286795,0.15908661
1479,1,1,-0.45778903,0.29050735
1481,1,1,-0.049883306,0.70293987
1482,0,1,-0.0017312709,0.020173976
1483,1,1,-0.20108354,0.5571847
1484,0,0,0.0,0.07801106
1485,0,1,-0.13291258,0.28190726
1490,1,1,-0.124657154,0.52112436
1491,1,1,0.19008103,0.6113178
1496,0,1,-0.1020001,0.21522655
1497,1,0,0.0,0.05480835
1499,0,1,-0.06493828,0.25878605
1501,1,0,0.0,0.92550856
1505,0,1,-0.15803087,0.28693733
1508,1,1,0.05496201,0.38977653
1511,1,1,-0.07086772,0.766869
1513,0,1,-0.033201694,0.31802943
1515,1,1,-0.331593,0.3530102
1520,0,0,0.0,0.37255237
1522,0,1,-0.1229167,0.2186918
1526,1,1,-0.12262952,0.5939429
1533,0,1,-0.09620607,0.767447
1534,0,1,-0.08321798,0.6165346
1538,1,0,0.0,0.536542
1540,0,1,-0.09278697,0.32941332
1541,0,1,-0.073360026,0.58962524
1542,0,1,-0.09440108,0.028337952
1543,0,1,-0.15973781,0.056708887
1545,0,1,-0.040125012,0.6232007
1548,0,1,-0.102423385,0.16769408
1550,1,0,0.0,0.9793193
1557,1,1,-0.023598433,0.9185544
1559,1,0,0.0,0.2065484
1563,1,1,0.004384041,0.9208699
1565,0,1,-0.019820463,0.0070881885
1569,0,1,-0.021299839,0.05457355
1571,1,0,0.0,0.8047098
1572,1,1,-0.004199326,0.5736487
1575,1,1,-0.15118021,0.6019155
1576,0,1,-0.21240339,0.041538768
1577,1,1,-0.10764861,0.87363535
1578,1,0,0.0,0.86365306
1581,1,0,0.0,0.7073947
1587,1,0,0.0,0.87648183
1588,0,1,-0.20108354,0.5571847
1590,1,1,-0.13338828,0.80911106
1591,1,0,0.0,0.97946495
1594,0,1,0.002491355,0.22264779
1595,0,1,-0.05668485,0.073467374
1596,1,1,-0.004199326,0.5736487
1597,1,1,-0.09162384,0.75827754
1599,1,0,0.0,0.89022756
1601,1,0,0.0,0.8006123
1602,1,1,-0.18262851,0.61798376
1604,0,1,-0.2566798,0.4627429
1606,0,1,0.077142835,0.6357494
1607,0,1,0.047090396,0.19805992
1608,0,0,0.0,0.10997309
1611,1,1,-0.0973745,0.5559578
1613,1,1,-0.15665466,0.6342928
1615,1,0,0.0,0.86106735
1620,1,0,0.0,0.9217319
1622,1,1,-0.14704537,0.7844467
1623,0,1,-0.04457079,0.015197554
1624,0,1,-0.07788606,0.043153685
1625,0,1,-0.15803087,0.28693733
1626,1,1,0.009480894,0.6603973
1629,0,1,-0.05235222,0.43270233
1630,0,0,0.0,0.574237
1631,1,0,0.0,0.7923478
1632,0,1,-0.036111593,0.12412484
1634,1,0,0.0,0.71539676
1637,1,1,-0.021040976,0.6455387
1638,1,1,-0.105038434,0.34537998
1640,1,0,0.0,0.9155693
1642,0,0,0.0,0.78523797
1643,1,0,0.0,0.6509164
1645,0,1,0.04048544,0.34079978
