id,label,group,fitness,prediction
218,0,0,5.141812293,0.75278497
219,0,0,0.478142926,0.007259867
220,0,0,1.183872845,0.18804868
222,0,0,0.154425153,0.020568626
223,0,0,0.59794308,0.119563475
224,0,1,0.328431209,0.005247974
225,0,1,0.613283129,0.001214586
227,0,0,1.185874268,0.06599121
228,0,1,0.600786471,0.012123904
229,0,1,1.256231664,0.021910382
230,0,0,0.440095377,0.002497088
231,0,1,0.859097566,0.02207286
232,0,0,0.834610774,0.018292349
233,0,1,2.051657498,0.017701715
234,1,0,2.371171049,0.30453587
235,0,0,0.922835052,0.18856952
236,0,1,0.954880693,0.018148663
237,1,0,4.945428806,0.8182987
238,1,0,6.138912967,0.7757637
239,0,0,0.775036276,0.003044571
240,1,0,8.527809537,0.71377134
241,0,1,0.447085406,0.15489838
242,0,0,1.327865858,0.20613736
244,0,0,0.223040404,0.008344695
246,1,0,1.040183117,0.46195695
247,0,1,0.687017858,0.003787163
248,1,0,0.223405363,0.96316934
250,1,1,9.606781983,0.86223006
251,0,1,5.426681635,0.6577588
252,0,1,0.439200149,0.003005746
253,0,0,0.618469454,0.002109873
254,0,0,0.474449358,0.036143024
255,1,0,2.674957504,0.33656445
256,0,1,0.715047024,0.000574347
257,0,1,0.56574406,0.003293764
258,0,1,1.949334163,0.13844681
259,0,0,0.653681196,0.034360636
260,0,1,2.342798046,0.09637677
261,0,0,5.594703353,0.44875023
262,0,0,0.321223697,0.000312072
263,0,0,0.699043099,0.12420607
264,0,0,0.575639392,0.056210652
265,1,0,10.82645656,0.60737467
267,1,0,0.791340133,0.42883816
268,0,1,3.388966365,0.15262577
269,1,1,0.812197074,0.31450284
270,1,0,1.463515568,0.4889435
271,0,0,0.308718472,0.000119404
272,0,0,1.801322536,0.12431102
273,0,0,0.838903835,0.02198195
274,0,1,1.130313546,0.025170183
275,0,0,1.335530699,0.20501186
276,1,0,0.670633162,0.99220407
277,0,1,0.996017487,0.04006164
278,0,1,0.559153376,0.008164187
279,1,1,0.654154352,0.93841827
280,0,1,0.39064549,0.003086329
281,1,0,0.954750851,0.9554331
282,0,1,2.500049619,0.060275737
283,0,1,2.853972311,0.18393743
284,0,0,0.579946768,0.000925989
285,1,0,0.336531445,0.9981188
286,1,0,5.107541417,0.8244235
287,0,0,1.18821771,0.08483564
288,0,1,1.189864133,0.021591691
289,0,0,0.90182487,0.077795036
290,0,0,6.793226201,0.7319546
291,0,1,0.831615524,0.03360978
292,0,0,2.602600799,0.2096052
293,0,0,0.757221524,0.003761066
294,0,1,0.848158159,0.012402116
295,0,0,0.330408943,0.0638847
296,0,1,3.308100298,0.2436248
298,0,0,0.693013398,0.003778819
299,0,0,2.073466569,0.17270347
300,1,0,0.627483578,0.99684876
301,0,1,0.386187405,0.000950178
302,1,0,1.107410274,0.25950804
303,1,0,1.089825848,0.7447885
304,0,1,0.502734201,0.09334271
305,0,1,0.73104779,0.023596657
306,0,0,0.994535089,0.047697175
307,0,1,1.769187274,0.042164586
308,1,0,2.652552591,0.30775705
309,1,0,3.656246382,0.32934374
310,0,0,1.065577675,0.039023224
311,1,0,0.637650463,0.9910166
313,1,1,2.57769929,0.076601095
314,0,0,0.430752013,0.001273397
315,0,0,1.132385206,0.005611646
316,0,0,1.349836738,0.24690229
317,0,1,0.457046805,0.002904193
318,0,1,0.822145987,0.024287282
319,0,1,0.52563201,0.003995702
320,0,0,0.827225964,0.29065096
321,0,0,0.310669781,0.65418696
322,0,0,1.396105602,0.046881273
323,0,1,0.558790208,0.01355298
324,0,0,0.517785652,0.16636415
325,0,0,1.705333273,0.16378129
327,1,1,0.237035741,0.9584367
328,0,0,1.13103823,0.18974975
329,0,0,0.93541139,0.030123642
330,0,0,2.31318098,0.08283378
331,0,0,1.325569744,0.020947052
332,0,0,2.723898628,0.045436535
333,0,0,0.743061151,0.13617888
334,0,0,1.10840376,0.37454006
335,0,0,0.454553466,0.002002206
336,0,0,1.347038172,0.012794524
337,0,0,3.04901437,0.4410609
338,0,0,0.46230837,0.001053218
339,0,0,2.571471314,0.19644453
340,0,0,0.631339517,0.026139742
341,1,0,0.636903909,0.9916967
342,1,0,0.676847031,0.98745817
343,0,0,0.55299755,0.004225203
344,0,1,0.68486603,0.002876077
345,0,0,3.51147651,0.1534214
348,0,0,1.019724331,0.01909108
349,0,0,0.785851387,0.029778259
350,1,0,11.75227341,0.6254064
351,0,0,1.280434723,0.06262404
352,1,0,7.206259464,0.6254064
353,0,0,0.744753989,0.05145676
355,1,0,1.12061173,0.46328536
356,0,0,0.749308855,0.032016166
357,1,0,9.038075696,0.5290587
358,0,1,0.895303127,0.43692058
359,0,0,0.583117419,0.047246795
360,0,1,0.474887515,0.048317343
361,1,0,4.370867011,0.6659506
362,0,0,5.057662556,0.55220276
363,1,0,0.282033147,0.85730064
364,0,0,0.731984409,0.01679329
365,0,0,1.000436453,0.13751495
366,0,0,1.229008116,0.3898613
367,0,1,0.416027222,0.001481053
368,1,1,1.945620967,0.34012842
369,0,1,2.190565137,0.028059518
370,0,1,0.401544118,0.003013842
371,0,0,0.288087555,0.000301256
372,1,0,2.35467862,0.21995088
373,0,0,2.471012605,0.23630345
374,0,0,1.383114717,0.038649034
375,0,1,0.396199028,0.000630535
376,0,1,0.742594652,0.31450284
377,0,0,0.710008181,0.006457439
378,0,0,1.107873828,0.10895435
379,0,0,1.073090758,0.4358241
380,0,0,0.942910065,0.06863735
381,0,1,0.133990533,0.043279734
382,0,0,1.266175353,0.13138273
383,0,1,1.602791249,0.05269664
384,0,1,1.275067815,0.33015877
385,0,1,0.420248295,0.000612302
386,0,0,0.946240715,0.015467227
387,1,1,0.180765556,0.97474843
388,0,1,0.371566876,0.000490131
389,0,1,0.911143065,0.000633203
390,1,1,0.944032852,0.20463058
391,0,0,2.557204893,0.065034255
392,0,0,3.235240566,0.055672325
394,0,1,0.731575738,0.006250626
395,0,0,4.806973349,0.56002074
396,0,1,1.248991321,0.021725727
398,1,0,4.284428824,0.54126793
399,1,0,4.590582305,0.8654552
400,0,0,0.909153954,0.001114259
401,0,1,1.036377163,0.00787122
402,1,0,31.17722722,0.6859331
403,0,1,1.723819903,0.12554358
404,0,0,0.134161184,0.014988094
405,1,0,0.228631645,0.9917495
406,0,0,0.901044938,0.13968492
407,0,0,0.813461252,0.086930454
409,0,0,8.21190826,0.5403247
410,0,1,0.669599143,0.007777746
411,0,1,0.648560232,0.001203743
412,0,1,1.888120566,0.039791096
413,1,0,0.332832466,0.9991179
414,0,0,2.053447005,0.153879
415,1,0,0.710003566,0.07744914
416,0,0,0.526825057,0.038662888
417,0,1,0.364513583,0.001243559
418,0,0,0.691903341,0.007600451
419,0,1,0.883817316,0.012513842
420,0,0,0.535306579,0.017347226
421,0,0,0.274867381,0.000117722
422,1,1,11.85449874,0.688551
423,0,0,0.823167885,0.0179064
424,0,1,0.459890951,0.002867382
425,0,0,1.437988681,0.19789109
426,0,0,0.286910134,0.21495125
427,0,0,0.963776825,0.012569695
428,1,0,0.606230726,0.4600648
429,0,0,3.673213157,0.75250924
432,0,1,1.393279001,0.03915373
433,1,1,0.772039838,0.29321575
434,0,0,0.190116342,0.0048006
435,1,0,6.700914903,0.6966959
436,0,0,1.403941356,0.010428101
437,0,1,1.134126693,0.050588228
438,0,0,0.762343195,0.045027535
439,0,1,6.184037359,0.55739015
440,0,0,1.478183413,0.087112784
441,0,1,0.589836103,0.011395959
442,0,0,0.646566159,0.006977625
443,1,0,2.737993615,0.5738957
444,0,0,0.538931531,0.00342111
445,0,0,0.553541213,0.002758586
446,0,1,0.954654189,0.028358908
447,0,0,0.919910245,0.21205921
448,0,0,0.543862116,0.013210819
450,0,1,0.599390782,0.000502351
451,1,0,4.328218567,0.55928034
452,1,0,0.945735851,0.34868148
454,1,1,1.425448763,0.33485287
455,1,0,1.913003697,0.3070455
456,0,1,0.950774631,0.4003607
457,0,0,1.737470319,0.39150658
458,0,0,1.356483334,0.12360729
460,0,0,2.815447467,0.026872048
461,0,0,0.986391321,0.2734581
462,0,0,5.219221281,0.6821555
463,0,0,0.419891558,0.0305504
464,0,1,0.534779411,0.0048831
465,0,1,0.945363676,0.3362174
466,0,0,1.836064067,0.07122772
467,0,0,0.757709748,0.3483072
468,1,0,0.222973042,0.99340516
469,1,1,11.41092177,0.54722863
470,1,0,1.273863526,0.10130405
472,0,0,0.943444386,0.023942553
473,0,0,1.468749917,0.051407184
474,0,1,0.639159152,0.009242016
475,0,1,2.613682662,0.08266293
476,0,0,0.232772557,0.000386114
477,0,0,0.65036689,0.000684916
478,0,0,0.686970295,0.004660135
479,0,1,0.734218132,0.000613521
480,0,0,2.714745822,0.38403392
481,0,0,0.629555551,0.11903853
482,0,0,0.578871789,0.014996599
483,0,1,2.155127297,0.028933922
485,0,1,0.363962651,0.003433851
487,0,0,1.123473699,0.3543512
488,0,1,3.849457752,0.10284292
489,1,0,0.346018564,0.99792105
490,0,1,0.520207245,0.008526176
491,0,0,1.525349782,0.088953406
492,0,1,2.310625396,0.14506286
493,0,1,0.696080296,0.014582367
494,0,0,0.641842188,0.013867162
495,0,1,0.807446825,0.016645273
496,0,0,0.624703476,0.00123545
497,0,0,0.367491384,0.00137772
498,0,1,0.538379471,0.011836059
500,0,0,0.666034643,0.004099933
501,0,0,0.991045373,0.19868681
502,0,0,6.364509446,0.5134993
503,0,1,1.641804379,0.029920742
504,0,1,1.18314904,0.022398012
505,0,0,1.575608737,0.011341449
506,0,0,0.314651437,0.001224439
507,0,0,6.944695546,0.590219
508,0,1,0.840838813,0.016344665
509,0,1,0.783155327,0.013276598
510,0,0,0.296356979,0.067506276
512,0,0,1.554638174,0.05373498
513,1,0,5.197337178,0.5060235
514,0,0,0.830191138,0.04752634
516,0,1,0.46612966,0.002721691
519,1,0,10.05355935,0.7199722
520,1,0,0.337531275,0.99861634
521,1,0,0.627874532,0.9976446
522,0,0,0.884060615,0.02847988
523,1,0,7.432923417,0.5511131
524,1,0,5.000676873,0.09418801
525,0,1,0.853914133,0.29426602
526,1,0,13.60385463,0.7522275
527,0,1,0.326029253,0.02444082
528,0,0,1.940162092,0.2592244
529,0,0,8.764760374,0.64779466
530,0,1,0.780188572,0.019284187
531,0,0,0.663585526,0.008096901
532,0,0,1.047682694,0.12622127
533,1,1,12.89879209,0.7850058
534,1,0,0.254485329,0.9919408
535,0,0,0.819462704,0.36360937
536,0,1,0.369466749,0.002196824
537,0,0,1.268159288,0.029819826
538,0,1,2.270906911,0.045724604
540,0,0,2.001018675,0.38380468
541,0,0,1.349445737,0.13252676
542,0,1,0.961129905,0.006781444
543,0,0,0.691488097,0.013824504
544,0,0,0.933363953,0.2704185
545,0,1,1.507115965,0.014392039
546,0,1,0.326426383,0.06106021
547,0,0,0.881447079,0.44656393
548,0,0,0.625011863,0.000612991
549,0,0,1.481951921,0.014401194
550,0,0,4.437759008,0.18000416
551,0,1,1.543872197,0.005859036
552,0,1,0.60745407,0.029271001
553,0,1,0.726041144,0.15862484
554,1,1,1.418843011,0.019682325
555,0,1,0.567546221,0.013107133
556,0,0,1.876513863,0.1541171
558,0,1,0.766098595,0.267804
559,0,0,0.50888527,0.025937876
560,0,0,1.596408245,0.09366026
561,1,0,13.63943174,0.6951858
562,1,0,8.323215868,0.6167733
563,0,1,0.728096043,0.001203743
564,1,0,7.903234263,0.60190356
565,0,0,0.821604551,0.001513402
566,0,0,0.888321245,0.40498132
567,0,1,0.489265625,0.003386972
568,0,0,0.772050102,0.010268932
569,0,0,4.947782428,0.51439655
570,0,0,0.972194382,0.003778819
571,0,0,1.330964013,0.49267605
572,0,0,0.29351573,0.000643425
573,1,0,0.227061434,0.92423886
574,0,1,1.352015552,0.18070853
575,1,0,10.20165553,0.72092175
577,0,1,1.506654836,0.030272232
578,0,1,1.610293608,0.13685103
579,0,0,1.013002969,0.16044629
581,1,0,0.965645226,0.41186178
582,0,0,2.446240705,0.39513353
583,0,0,0.902827618,0.08042487
584,0,0,1.664499604,0.08063021
585,0,1,0.458591802,0.000843647
586,0,0,1.861732171,0.056690942
587,0,0,0.581006013,0.00082787
588,1,0,0.240127376,0.87032694
589,0,0,2.480327568,0.26431414
592,1,0,0.524814209,0.060089372
593,1,0,0.623238334,0.9969414
594,0,1,1.015281897,0.002377368
595,0,0,1.282428863,0.012517937
597,1,0,0.232265077,0.99222034
598,0,0,0.543479893,0.007617216
599,0,1,3.560249131,0.2281316
600,0,0,1.620142111,0.10237559
601,0,0,0.51851186,0.000751628
602,0,1,0.369247291,0.008529365
603,0,0,0.605702196,0.048319224
604,0,0,1.804233293,0.016158655
605,0,1,0.891006419,0.015614892
606,1,0,6.999758455,0.6920412
607,0,0,0.92319899,0.008000254
608,0,0,1.644885946,0.033243693
609,0,1,0.266280903,0.000206129
610,0,1,0.69287926,0.23270741
611,0,0,0.616814958,0.005797792
612,0,0,0.74203709,0.066896304
613,0,0,1.04451305,0.008499512
614,0,1,0.554501674,0.002551958
615,0,0,2.302373921,0.02705571
616,0,0,1.329076358,0.21473071
617,0,0,1.281222125,0.1493856
618,0,0,11.77160287,0.77178335
619,1,0,0.329768526,0.9991192
620,0,1,0.497464269,0.001562313
621,0,1,0.552796345,0.002873082
622,0,1,0.362245044,0.002091044
623,0,0,1.803106644,0.30898383
624,0,0,0.665907372,0.015947863
625,0,0,1.419661567,0.012654055
626,1,0,2.205821452,0.34240392
627,0,0,3.996749825,0.3028144
628,1,0,0.962445248,0.4094049
629,1,0,0.786125781,0.44315413
630,0,1,4.402934021,0.010222646
631,0,1,0.783954599,0.005294168
632,1,0,0.339698817,0.99656314
633,1,1,1.575544942,0.45793906
634,0,0,1.028018932,0.28019774
635,0,1,0.321664313,0.000232213
636,0,0,1.351536468,0.002298772
637,1,0,0.337761831,0.9985973
638,0,0,0.683004364,0.16007937
639,1,0,6.386641092,0.81127316
640,0,0,0.818544577,0.060587555
641,0,0,0.896941842,0.34868148
642,0,0,0.786496099,0.001147143
643,1,0,0.947675362,0.96015495
644,0,0,1.344156469,0.33436286
645,1,0,5.765151938,0.68459535
646,0,1,0.897308058,0.011472912
647,0,0,0.430545065,0.058537107
649,1,0,1.731287286,0.47971252
650,0,0,0.471735309,0.000454965
651,0,0,0.622259614,0.00327571
652,1,0,16.69672003,0.6977338
653,0,1,1.180469145,0.049579427
654,0,1,0.742921227,0.001623377
655,0,1,0.965615211,0.009791048
657,0,0,2.024786167,0.27686402
658,0,0,0.517928269,0.0654872
659,1,0,3.233372088,0.25119862
660,1,0,1.035608674,0.09549319
661,0,0,6.056391224,0.36164585
662,0,0,0.937723392,0.033253916
663,0,0,0.976140977,0.24467297
664,0,1,0.482308572,0.001337337
665,1,1,0.507902553,0.9753067
666,0,0,0.532866511,0.023720067
667,1,0,1.18113252,0.30126366
669,0,0,0.170008131,0.00072472
670,0,0,1.674197473,0.20219886
672,0,0,0.287893433,0.000567432
673,1,0,20.63722734,0.6254064
674,1,0,15.14872904,0.51266897
675,0,1,0.583152906,0.000598995
676,0,0,0.379720456,0.000326271
677,0,0,0.883468271,0.185957
678,0,0,1.073376828,0.034069758
679,0,0,1.781971912,0.23020868
680,0,0,0.787528309,0.04216452
681,1,0,0.65549495,0.39419976
682,1,0,0.930431686,0.15219991
683,0,0,0.997905963,0.004499474
684,0,1,0.260280788,0.000557582
685,0,1,1.483116455,0.03926948
687,0,1,9.314311102,0.6799904
688,0,0,1.87415752,0.1442366
689,0,0,0.702290453,0.001852967
690,0,0,1.312745293,0.30668518
691,0,1,1.150954649,0.003460479
692,0,0,3.254957308,0.5793182
693,0,0,0.38897203,0.001253255
694,0,1,0.450789733,0.003120685
696,1,0,2.690938289,0.372219
697,1,0,0.23184629,0.97911847
698,0,1,1.923278972,0.05618685
699,0,1,0.382469013,0.000453019
700,0,0,4.052263512,0.25234422
701,0,1,0.262741637,0.044975456
702,0,0,0.608782171,0.00050688
703,0,0,1.168723855,0.20009442
704,1,1,0.193162871,0.9953452
705,1,1,5.329083164,0.36429766
706,0,0,1.248984725,0.080018744
707,0,0,2.759258084,0.08420127
708,0,0,0.785235893,0.22851656
709,0,0,0.397020096,0.000382676
710,0,0,1.373732069,0.4884761
711,0,1,1.037544451,0.013786246
713,0,0,0.950844131,0.77806216
714,0,1,2.372705228,0.031163298
715,0,1,0.840420506,0.003280241
716,0,0,0.742981145,0.14491731
717,0,1,0.606901355,0.001620362
718,0,1,0.417495967,0.000875376
719,1,0,7.674305792,0.76309717
720,0,0,0.6906502,0.01253451
721,0,0,0.215967401,0.079737656
722,0,0,0.745972628,0.07151972
723,1,0,8.153352416,0.5556132
724,1,0,0.680107852,0.9970379
726,0,1,1.642340123,0.42362037
727,0,1,0.380852335,0.000532589
728,0,0,0.813816721,0.07035629
730,0,1,0.468300055,0.000858047
731,0,1,1.670154331,0.03289729
732,0,0,0.160872621,0.20260303
733,0,1,0.429424114,0.001337451
735,0,0,0.785589636,0.12307915
736,0,1,0.896047936,0.025535725
737,0,0,5.402027367,0.65732145
738,0,1,0.440645391,0.001153426
739,1,0,4.788628889,0.71648276
740,0,1,0.521508485,0.00040182
741,0,0,1.181843184,0.20999219
742,1,1,0.367484062,0.9975472
743,0,0,0.975819049,0.017109662
744,0,0,0.300553272,0.000342424
745,1,1,5.100439068,0.7480434
746,1,0,0.624422039,0.98918974
747,0,1,1.245337989,0.007407202
748,0,0,0.608278458,0.005343563
749,0,0,3.66434573,0.67246664
750,1,0,0.642223017,0.99482685
751,0,0,0.571919816,0.002309829
752,0,0,0.548772019,0.14029448
753,0,0,0.940552175,0.00749433
754,0,0,0.866068724,0.02522703
755,0,0,1.193689698,0.008104053
756,1,0,0.917291045,0.3661257
757,0,1,2.598506079,0.12184719
758,1,1,8.795997241,0.6408158
759,0,0,0.939198707,0.014995866
760,0,1,0.517534009,0.003678305
761,1,1,0.910119397,0.3977393
762,0,0,0.864693633,0.07541989
763,1,0,12.70136747,0.8943569
764,1,0,2.801331966,0.37957302
765,0,1,0.703078261,0.004011775
766,0,0,0.685525713,0.015552955
767,0,1,0.669273745,0.05176481
768,0,1,4.867314881,0.18573701
769,0,0,1.420058242,0.014471187
770,0,1,0.701350259,0.004494956
771,0,0,0.36455162,0.003904017
772,0,0,1.362277649,0.06576308
773,1,1,13.12564495,0.61738265
774,0,0,0.978031196,0.07692091
775,0,0,1.277756644,0.06470436
776,0,1,1.094854757,0.017215544
778,1,0,4.276415166,0.7408774
779,0,0,1.498616044,0.14311482
781,0,1,0.224771891,0.002582424
782,1,0,14.38283144,0.67063296
783,0,0,3.856754612,0.3937497
784,1,1,2.394610302,0.20563114
785,0,1,0.94448534,0.02584394
786,0,0,0.158872191,0.2794474
787,0,0,0.436992935,0.000433768
790,1,0,4.249804377,0.63319033
791,0,0,6.631192436,0.71043664
793,0,1,0.480040303,0.001067411
794,1,0,3.178477484,0.35012925
795,0,0,0.467290902,0.000553891
796,0,0,0.944457853,0.23714517
797,0,0,0.588656915,0.005008911
798,1,0,3.793830314,0.2578673
799,1,0,0.237070477,0.9866078
800,0,0,2.125473086,0.072615586
801,0,0,0.187884517,0.00023316
802,0,0,0.418866107,0.007277191
803,0,1,1.133456878,0.011503909
804,0,1,0.29337853,0.000431412
805,1,0,0.883758114,0.9502492
807,1,0,1.52782092,0.92064077
808,1,0,7.744919938,0.67483133
809,0,0,0.476105084,0.000938661
810,0,1,1.083154965,0.003550538
812,0,0,3.59280617,0.21958235
813,0,0,0.983793103,0.002451491
814,0,0,0.28994817,0.000294581
815,0,1,1.212116323,0.16783701
816,0,1,1.254353724,0.10220477
817,1,0,14.21638809,0.5662221
818,0,0,0.949350734,0.3202752
819,1,0,2.02845322,0.39826757
820,0,0,2.033996839,0.070606045
821,0,1,1.685469052,0.16988257
822,0,0,1.147579852,0.02846999
823,0,1,0.707693349,0.013201715
824,0,0,0.233775843,0.09192567
825,1,0,0.365821452,0.19182834
826,0,1,0.600253513,0.01646734
827,0,1,0.663544195,0.003728942
828,0,0,0.960852527,0.022806646
829,0,0,0.735708651,0.012536695
831,1,1,1.085335421,0.7918858
832,0,0,0.77393352,0.005915007
833,0,0,1.242336424,0.29557416
835,0,0,1.136805107,0.26413447
836,0,0,0.720819296,0.015973799
837,1,1,3.736286589,0.25699833
838,0,0,0.889983552,0.05013099
839,0,0,0.347675144,0.009234915
840,0,0,0.306270245,0.000664412
841,0,0,1.841836594,0.39793643
842,1,0,11.56624803,0.6042603
843,0,1,1.784841258,0.2568118
844,1,0,1.059901437,0.7462178
