id,label,group,loco,prediction
345,1,0,0,0.35697207
346,0,0,0,0.28155416
347,0,0,0,0.043636624
348,0,1,-0.000403845,0.001718197
349,0,1,0.000806332,0.2860421
350,0,0,0,0.007539359
351,0,0,0,0.13232276
352,0,0,0,0.40542945
353,0,0,0,0.06074795
354,0,1,-0.08675833,0.19287123
355,0,0,0,0.1259682
356,0,1,-0.033147722,0.05296436
357,0,1,0.001381844,0.43927133
358,0,1,-0.00052551,0.002468888
359,0,0,0,0.020854373
360,1,1,0.002435386,0.82394314
361,0,1,-0.000332083,0.001517249
362,0,1,-0.000675498,0.0026196
363,1,1,0.001132473,0.18695612
364,0,0,0,0.07512151
365,0,0,0,0.068940796
366,0,1,-0.00339058,0.010177975
367,0,0,0,0.57056206
368,0,1,-0.018156465,0.027782328
369,1,0,0,0.5175576
370,1,0,0,0.83506083
371,0,0,0,0.002321563
372,0,1,-0.003422081,0.011599023
373,1,0,0,0.6562044
374,0,1,-0.042112514,0.09864539
375,0,0,0,0.036840312
376,1,0,0,0.9852327
377,0,0,0,0.13571711
378,0,0,0,0.13477415
379,0,0,0,0.50561726
380,0,1,-0.003392379,0.010077735
381,0,1,-0.001140933,0.003794979
382,0,1,-0.014649134,0.038172033
383,1,0,0,0.99600995
384,0,0,0,0.21005322
385,1,0,0,0.08348916
386,0,0,0,0.07704207
387,0,1,-0.000707219,0.003439511
388,0,0,0,0.020148063
389,0,1,-0.009243438,0.021687781
390,0,0,0,0.02384501
391,0,0,0,0.000988642
392,1,1,-0.001756489,0.70858556
393,0,0,0,0.01709828
394,0,1,-0.004469949,0.011215006
395,0,0,0,0.17073394
396,0,0,0,0.21920677
397,0,0,0,0.014693186
398,1,0,0,0.5053886
399,0,0,0,0.72510797
400,0,1,-0.032615513,0.08148381
401,1,1,0.003808945,0.2556535
402,0,0,0,0.008926427
403,1,0,0,0.6922741
404,0,0,0,0.032770727
405,0,1,-0.016805857,0.06280136
406,0,0,0,0.05211728
407,0,1,-0.000178874,0.49639085
408,0,0,0,0.07370446
409,0,1,-0.008434318,0.01919218
410,0,0,0,0.005739747
411,1,0,0,0.52651787
412,0,0,0,0.006578257
413,0,0,0,0.005481003
414,0,1,-0.051370777,0.051688865
415,0,0,0,0.28451192
416,0,0,0,0.03132798
417,0,1,-0.000451594,0.001846079
418,1,0,0,0.5355621
419,1,0,0,0.324406
420,1,1,-0.02061978,0.3518424
421,1,0,0,0.3607229
422,0,1,-0.002133846,0.37637478
423,0,0,0,0.42905676
424,0,0,0,0.14004223
425,0,0,0,0.022353185
426,0,0,0,0.30478162
427,0,0,0,0.64170283
428,0,0,0,0.03531425
429,0,1,-0.001746305,0.007728492
430,0,1,-0.02204445,0.3851342
431,0,0,0,0.06031291
432,0,0,0,0.37267146
433,1,0,0,0.98634523
434,1,1,0.003282785,0.61199903
435,1,0,0,0.08423183
436,0,0,0,0.031340666
437,0,0,0,0.061620872
438,0,1,-0.003533278,0.010186822
439,0,1,-0.04880295,0.09781418
440,0,0,0,0.002222708
441,0,0,0,0.001700816
442,0,0,0,0.009163066
443,0,1,-0.000870233,0.003016393
444,0,0,0,0.37716076
445,0,0,0,0.17536515
446,0,0,0,0.02433837
447,0,1,-0.015907384,0.029751725
448,0,1,-0.001022886,0.004389468
449,0,0,0,0.37457192
450,0,1,-0.06890677,0.1071835
451,1,0,0,0.9927255
452,0,1,-0.0047577,0.01195458
453,0,0,0,0.08872737
454,0,1,-0.04708053,0.13428296
455,0,1,-0.00718597,0.018801956
456,0,0,0,0.026220512
457,0,1,-0.015256669,0.02572247
458,0,0,0,0.002764753
459,0,0,0,0.002640034
460,0,1,-0.004952782,0.015361411
461,0,0,0,0.0056588
462,0,0,0,0.26256207
463,0,0,0,0.44980714
464,0,1,-0.020218551,0.026916377
465,0,1,-0.006702114,0.018667152
466,0,0,0,0.01758647
467,0,0,0,0.002198161
468,0,0,0,0.572329
469,0,1,-0.02158677,0.029640468
470,0,1,-0.006366778,0.013826558
471,0,0,0,0.07306626
472,0,0,0,0.07384243
473,1,0,0,0.44969553
474,0,0,0,0.04658339
475,0,1,-0.00137048,0.005377682
476,1,0,0,0.67971087
477,1,0,0,0.99378055
478,1,0,0,0.9909142
479,0,0,0,0.02454135
480,1,0,0,0.5602502
481,1,0,0,0.12852038
482,0,1,-0.012569457,0.28297162
483,1,0,0,0.73792124
484,0,1,-0.006356722,0.015337275
485,0,0,0,0.29946336
486,0,0,0,0.6903811
487,0,1,-0.027094446,0.03545642
488,0,0,0,0.011484068
489,0,0,0,0.122393504
490,1,1,-0.018310905,0.74012345
491,1,0,0,0.98481363
492,0,0,0,0.36793515
493,0,1,-0.010246304,0.013264935
494,0,0,0,0.039025627
495,0,1,-0.028496593,0.07855071
496,0,0,0,0.41465482
497,0,0,0,0.08409267
498,0,1,-0.00436089,0.011725334
499,0,0,0,0.015794802
500,0,0,0,0.25288895
501,0,1,-0.009309566,0.024210447
502,0,1,-0.001854565,0.060991194
503,0,0,0,0.41542286
504,0,0,0,0.001944347
505,0,0,0,0.020253006
506,0,0,0,0.15280351
507,0,1,-0.004786412,0.012304095
508,0,1,-0.03253271,0.022786077
509,0,1,-0.001803115,0.2056608
510,1,1,-0.014595125,0.038553774
511,0,1,-0.006914021,0.01536695
512,0,0,0,0.18266048
513,0,1,-0.007602006,0.34614983
514,0,0,0,0.036047373
515,0,0,0,0.124768525
516,1,0,0,0.59935087
517,1,0,0,0.57436275
518,0,1,-0.001140933,0.003794979
519,1,0,0,0.65742886
520,0,0,0,0.00362544
521,0,0,0,0.6835231
522,0,1,-0.004412248,0.007928612
523,0,0,0,0.023026975
524,0,0,0,0.4312677
525,0,0,0,0.005007036
526,0,0,0,0.44210964
527,0,0,0,0.001758637
528,1,0,0,0.88140386
529,0,1,-0.017322078,0.10629128
530,1,0,0,0.6818957
531,0,1,-0.015772555,0.030772023
532,0,1,-0.05079454,0.10900706
533,0,0,0,0.18179367
534,1,0,0,0.37418935
535,0,0,0,0.34535888
536,0,0,0,0.093596786
537,0,0,0,0.07372298
538,0,1,-0.000413827,0.001605599
539,0,0,0,0.065859236
540,0,0,0,0.002381855
541,1,0,0,0.7650278
542,0,0,0,0.37018093
543,1,0,0,0.07974465
544,1,0,0,0.98783046
545,0,1,-0.001185868,0.00419807
546,0,0,0,0.009287298
547,1,0,0,0.98281753
548,0,0,0,0.012809848
549,0,1,-0.10988909,0.2222209
550,0,0,0,0.08094641
551,0,0,0,0.001968992
552,0,1,-0.005163143,0.010973832
553,0,0,0,0.05376258
554,0,0,0,0.027393475
555,0,1,-0.016596105,0.023426954
556,1,0,0,0.673402
557,0,0,0,0.017858697
558,0,0,0,0.04853656
559,0,1,-0.00021612,0.001271025
560,0,1,-0.10801926,0.31883436
561,0,0,0,0.00926642
562,0,0,0,0.08049534
563,0,0,0,0.010842397
564,0,1,-0.000746449,0.005030227
565,0,0,0,0.037242685
566,0,0,0,0.19950649
567,0,0,0,0.19351898
568,0,0,0,0.7466582
569,1,0,0,0.99574643
570,0,1,-0.000574756,0.002683739
571,0,1,-0.006183453,0.009110731
572,0,1,-0.010879596,0.010728764
573,0,0,0,0.29642987
574,0,0,0,0.025469195
575,0,0,0,0.019126398
576,1,0,0,0.29957712
577,0,0,0,0.33412457
578,1,0,0,0.40238836
579,1,0,0,0.37201598
580,0,1,-0.008897311,0.015150786
581,0,1,-0.007643476,0.012265867
582,1,0,0,0.98958683
583,1,1,0.000188649,0.54058075
584,0,0,0,0.32798725
585,0,1,-0.000212899,0.001227585
586,0,0,0,0.006154083
587,1,0,0,0.99300885
588,0,0,0,0.21380717
589,1,0,0,0.7803519
590,0,0,0,0.045541145
591,0,0,0,0.324406
592,0,0,0,0.002324836
593,1,0,0,0.9354668
594,0,0,0,0.3000681
595,1,0,0,0.5125136
596,0,1,-0.008295374,0.017584106
597,0,0,0,0.096285634
598,1,0,0,0.5290876
599,0,0,0,0.001670495
600,0,0,0,0.011682258
601,1,0,0,0.7113217
602,0,1,-0.044657215,0.101966545
603,0,1,-0.000911186,0.00371055
604,0,1,-0.006138874,0.014425118
605,0,0,0,0.26447847
606,0,0,0,0.091162145
607,1,0,0,0.27463046
608,1,0,0,0.14480084
609,0,0,0,0.3751313
610,0,0,0,0.026919317
611,0,0,0,0.19686659
612,0,1,-0.000870335,0.002892228
613,1,1,-0.00821799,0.97434765
614,0,0,0,0.074864306
615,1,0,0,0.28234118
616,0,0,0,0.002974239
617,0,0,0,0.15517144
618,0,0,0,0.001865008
619,1,0,0,0.64149123
620,1,0,0,0.49779946
621,0,1,-0.000585368,0.001877902
622,0,0,0,0.00144985
623,0,0,0,0.19562507
624,0,0,0,0.05069072
625,0,0,0,0.18253383
626,0,0,0,0.04199504
627,1,0,0,0.37819007
628,1,0,0,0.19201306
629,0,0,0,0.01138989
630,0,1,-0.000339742,0.001444091
631,0,1,-0.012667038,0.04102989
632,0,1,-0.030267835,0.69887275
633,0,0,0,0.21320494
634,0,0,0,0.004535537
635,0,0,0,0.2542651
636,0,1,-0.001441286,0.005416381
637,0,0,0,0.5372426
638,0,0,0,0.003129925
639,0,1,-0.001211579,0.005263291
640,1,0,0,0.36440006
641,1,0,0,0.94625956
642,0,1,-0.011578843,0.039440174
643,0,1,-0.00036082,0.001409874
644,0,0,0,0.24936502
645,0,1,-0.05327852,0.06538068
646,0,0,0,0.00154836
647,0,0,0,0.22975641
648,1,1,-0.004870594,0.985786
649,1,1,-0.09278044,0.2688144
650,0,0,0,0.08423291
651,0,0,0,0.06759099
652,0,0,0,0.26054654
653,0,0,0,0.00193536
654,0,0,0,0.4656658
655,0,1,-0.013652228,0.025948346
656,0,0,0,0.6452886
657,0,1,-0.024549779,0.04838034
658,0,1,-0.003418833,0.009792708
659,0,0,0,0.16836695
660,0,1,-0.000776431,0.002513182
661,0,1,-0.000430476,0.001729128
662,1,0,0,0.7467849
663,0,0,0,0.014275391
664,0,0,0,0.25249505
665,0,0,0,0.0813004
666,1,0,0,0.5500984
667,1,0,0,0.9933187
668,0,1,-0.028931528,0.39386287
669,0,1,-0.000484334,0.0024132
670,0,0,0,0.080629505
671,0,1,-0.000594888,0.002805668
672,0,1,-0.024016608,0.042371053
673,0,0,0,0.396681
674,0,1,-0.000565609,0.003181817
675,0,0,0,0.23523109
676,0,1,-0.012611909,0.026180627
677,0,0,0,0.69981253
678,0,1,-0.005605187,0.006552047
679,1,0,0,0.6828916
680,0,1,-0.000386765,0.001957066
681,0,0,0,0.31897342
682,1,1,-0.003215492,0.98913854
683,0,0,0,0.01015108
684,0,0,0,0.001339407
685,1,1,-0.003253937,0.7180171
686,1,0,0,0.9813959
687,0,1,-0.003553341,0.01016781
688,0,0,0,0.009773016
689,0,0,0,0.67066866
690,1,0,0,0.98309094
691,0,0,0,0.006515403
692,0,0,0,0.14774483
693,0,0,0,0.016739931
694,0,0,0,0.027731055
695,0,0,0,0.011555525
696,1,0,0,0.34432894
697,0,1,-0.05543907,0.13721134
698,1,1,-0.019183934,0.544365
699,0,0,0,0.019200983
700,0,1,-0.001977073,0.007236065
701,1,1,-0.016538799,0.35337964
702,0,0,0,0.05088089
703,1,0,0,0.889637
704,1,0,0,0.37940907
705,0,1,-0.005866705,0.013816926
706,0,0,0,0.0156365
707,0,1,-0.002430242,0.058420748
708,0,1,-0.10593541,0.21837379
709,0,0,0,0.019165104
710,0,1,-0.002362195,0.008427979
711,0,0,0,0.009837944
712,0,0,0,0.06973172
713,1,1,0.000954032,0.5948583
714,0,0,0,0.056184195
715,0,0,0,0.034786552
716,0,1,-0.015346419,0.028611042
717,1,0,0,0.6993926
718,0,0,0,0.1006812
719,0,1,-0.003337216,0.009699375
720,1,0,0,0.67536074
721,0,0,0,0.43734875
722,1,1,-0.0955641,0.21323583
723,0,1,-0.0179956,0.034902196
724,0,0,0,0.35061106
725,0,0,0,0.001620669
726,1,0,0,0.65137035
727,0,0,0,0.681603
728,0,1,-0.001291619,0.003643987
729,1,0,0,0.3857445
730,0,0,0,0.002420434
731,0,0,0,0.26449752
732,0,0,0,0.009116802
733,1,0,0,0.22476971
734,1,0,0,0.9731987
735,0,0,0,0.07138352
736,0,0,0,0.001619875
737,0,0,0,0.010610941
738,0,1,-0.007874634,0.017016206
739,0,1,-0.000373258,0.00141053
740,1,0,0,0.8935756
741,1,0,0,0.7850725
742,1,0,0,0.6338318
743,0,0,0,0.002188874
744,0,1,-0.001897003,0.006867263
745,0,0,0,0.20133555
746,0,0,0,0.003532697
747,0,0,0,0.001370461
748,0,1,-0.018825203,0.21017177
749,0,1,-0.051134042,0.10295769
750,1,0,0,0.50608575
751,0,0,0,0.3247384
752,1,0,0,0.4074674
753,0,0,0,0.06758737
754,0,1,-0.06328431,0.17398801
755,0,0,0,0.017253455
756,0,1,-0.01721336,0.021268886
757,0,0,0,0.1935925
758,1,0,0,0.13189611
759,0,1,-0.016179705,0.016461989
760,0,1,-0.004929169,0.012325305
761,0,0,0,0.026536098
762,0,0,0,0.010992805
763,1,1,-0.015409946,0.62245476
764,0,0,0,0.005862698
765,0,0,0,0.25746083
766,0,0,0,0.29514003
767,0,0,0,0.01691484
768,1,1,-0.09452352,0.2538195
769,0,0,0,0.058383055
770,0,0,0,0.017258719
771,0,0,0,0.001783788
772,0,0,0,0.38000172
773,1,0,0,0.54419774
774,0,1,-0.16711,0.19787559
775,1,0,0,0.51783127
776,0,0,0,0.09049244
777,0,1,-0.017819684,0.036382016
778,1,0,0,0.78390557
779,0,0,0,0.5779387
780,0,0,0,0.007326835
781,1,1,-0.14426887,0.1792553
782,0,1,-0.015105132,0.04189402
783,0,0,0,0.35975903
784,0,1,-0.007350851,0.025288217
785,1,0,0,0.62125254
786,0,0,0,0.014928219
787,0,1,-0.004329789,0.011272119
788,1,0,0,0.16961285
789,0,1,-0.019678414,0.059811667
790,1,1,-0.122977614,0.38649148
791,0,1,-0.000300528,0.001363388
792,0,0,0,0.13397473
793,0,0,0,0.4237456
794,0,0,0,0.4173034
795,0,0,0,0.16836695
796,0,1,-0.001416015,0.004644927
797,0,0,0,0.003553684
798,0,0,0,0.001889269
799,1,0,0,0.24972886
800,0,0,0,0.055712987
801,1,0,0,0.75894296
802,0,0,0,0.012607682
803,1,0,0,0.95055574
804,1,0,0,0.89381695
805,0,0,0,0.008922741
806,1,0,0,0.8081781
807,0,1,-0.000399659,0.001799923
808,0,1,-0.019785605,0.035984315
809,1,0,0,0.28678387
810,0,1,-0.00076411,0.002579838
811,0,1,-0.010392726,0.020334182
812,1,0,0,0.394653
813,0,0,0,0.1785108
814,1,0,0,0.6919486
815,0,1,-0.015316337,0.37429002
816,0,0,0,0.003512051
817,0,0,0,0.3034541
818,0,1,-0.01929915,0.04683143
819,0,0,0,0.10661577
820,0,1,0.000482082,0.2639747
821,1,0,0,0.99254096
822,1,0,0,0.5360483
823,0,0,0,0.72124994
824,0,0,0,0.14330025
825,0,1,-0.002612795,0.014098129
826,1,0,0,0.6951059
827,0,0,0,0.19668676
828,0,0,0,0.07369012
829,0,0,0,0.060757935
830,0,1,-0.000414415,0.001895109
831,0,0,0,0.07421386
832,0,1,-0.015179366,0.029416706
833,0,0,0,0.101900995
834,0,0,0,0.005592133
835,0,0,0,0.010075656
836,0,0,0,0.5943247
837,0,0,0,0.010659201
838,0,0,0,0.10111967
839,0,0,0,0.10910422
840,0,0,0,0.03887423
841,0,0,0,0.003154348
842,1,0,0,0.9935633
843,0,1,-0.02159506,0.7055338
844,1,0,0,0.46511522
845,0,0,0,0.113507286
846,0,0,0,0.001672852
847,0,0,0,0.004362246
848,0,0,0,0.013582437
849,0,1,-0.000554934,0.08262664
850,0,1,-0.000921458,0.4387843
851,0,0,0,0.16427243
852,0,0,0,0.2625936
853,1,0,0,0.86367023
854,0,1,-0.002690738,0.007134766
855,0,1,-0.004718942,0.014233314
856,0,0,0,0.09909124
857,0,0,0,0.056517527
858,0,1,0.001183465,0.06429163
859,1,0,0,0.3142319
860,1,0,0,0.3657331
861,0,1,-0.039260544,0.099955864
862,1,0,0,0.9632968
863,0,0,0,0.09702324
864,1,0,0,0.08027194
865,0,1,-0.004779194,0.014339678
866,0,0,0,0.16485277
867,1,0,0,0.45248488
868,0,1,-0.001844207,0.006222351
869,0,0,0,0.03132798
870,0,1,-0.029772032,0.04811662
871,0,1,-0.02219436,0.034510914
872,1,1,-0.001653671,0.9808406
873,0,0,0,0.049564037
874,0,0,0,0.031082409
875,1,1,-0.015342236,0.47230345
876,1,0,0,0.83138114
877,0,1,-0.011453731,0.010136683
878,0,1,-0.000215105,0.001250538
879,0,0,0,0.61749893
880,1,0,0,0.5613895
881,0,0,0,0.024929402
882,1,0,0,0.5096366
883,1,0,0,0.6301684
884,0,0,0,0.22872886
885,0,1,-0.005383404,0.016113652
886,0,0,0,0.50255316
887,0,1,-0.012730293,0.032215994
888,0,0,0,0.13101923
889,0,1,-0.000215105,0.001250538
890,1,0,0,0.4586786
891,0,0,0,0.13595374
892,1,0,0,0.7327121
893,1,0,0,0.17005321
894,0,1,-0.009222575,0.028832614
895,1,0,0,0.82239854
896,0,0,0,0.2902644
