generation,type,ind,sex_Male,age,race_African_American,priors_count,juv_fel_count,c_charge_degree_F,prediction,fitness
1,cfacts,41,0,44.8313689,1,21.6716724,22.49918264,1,0,0.009775048
1,cfacts,43,0,17.09495542,1,9.951350479,9.9784061,0,0,0.021418771
1,cfacts,44,0,31.47592524,1,21.51174714,11.68345665,0,0,0.018134211
1,cfacts,46,1,14.7883552,1,2.115519219,1.531241153,1,0,0.120650645
1,cfacts,48,1,12.78574778,0,18.30539832,5.155755005,0,0,0.036986569
1,cfacts,50,1,31.86138553,0,22.66327296,19.30256065,0,0,0.011276584
1,cfacts,51,1,73.29052811,1,23.51991003,3.248121665,0,0,0.050720681
1,cfacts,52,1,40.47577079,1,4.19413952,24.66836143,0,0,0.009178135
1,cfacts,54,0,90.03383427,1,7.483920084,19.32541718,0,0,0.011262714
1,cfacts,55,1,59.61433368,1,11.72606618,8.810408674,1,0,0.024133374
1,cfacts,56,0,16.39280668,1,3.925351795,12.20341945,1,0,0.018049901
1,cfacts,58,1,53.24855828,0,23.33246883,17.25655393,0,0,0.012471001
1,cfacts,59,1,23.9427394,1,17.87200054,0.641330504,0,0,0.155177518
1,cfacts,60,1,40.84273006,1,14.94864987,5.799553334,1,0,0.036035879
1,cfacts,61,1,72.10925517,1,17.69889293,6.481518925,0,0,0.030351633
1,cfacts,64,1,14.02892979,0,17.29375561,16.96576543,1,0,0.012755488
1,cfacts,65,1,87.17895851,1,17.87421245,1.741268467,0,0,0.076981952
1,cfacts,66,0,59.01671803,0,21.32432304,20.09536313,0,0,0.010777052
1,cfacts,67,0,40.9679465,1,14.63875571,4.541831538,1,0,0.044710243
1,cfacts,68,0,46.43670243,1,13.9312511,3.719511864,1,0,0.052792287
1,cfacts,69,1,79.46117183,1,9.940943477,21.72124759,0,0,0.01010747
1,cfacts,71,0,65.78968948,1,21.3005763,1.581997103,1,0,0.085529946
1,cfacts,72,1,5.846129303,0,11.28982408,22.98514972,0,0,0.009572798
1,cfacts,74,1,2.574421375,1,1.260127308,19.35845686,1,0,0.011506909
1,cfacts,75,1,38.7768142,0,19.8019144,16.42932969,1,0,0.013309554
1,cfacts,76,1,44.41674377,1,16.82642625,2.805809057,0,0,0.065495508
1,cfacts,78,0,25.59533928,0,12.61713434,5.18477464,0,0,0.038745975
1,cfacts,79,1,41.90661914,0,22.40130629,17.38566453,1,0,0.012522833
1,cfacts,80,1,78.72984266,1,21.94185192,9.521333564,0,0,0.021165039
1,cfacts,81,0,27.12664067,0,4.47708796,13.61899646,1,0,0.016314756
1,cfacts,82,0,81.3250762,1,21.22523732,23.65516149,0,0,0.009143467
1,cfacts,83,1,1.257585087,1,12.74347358,6.47949726,1,0,0.030989292
1,cfacts,84,0,14.27988669,0,2.652948726,7.527486433,1,0,0.028570843
1,cfacts,86,1,47.03999292,1,17.1736435,9.250568177,0,0,0.022886444
1,cfacts,87,1,5.07976399,1,22.33584776,14.41558593,0,0,0.014609705
1,cfacts,89,0,45.60070408,0,15.24132997,22.32783795,1,0,0.00992142
1,cfacts,90,1,8.85876688,0,16.95322315,1.529722105,1,0,0.091034557
1,cfacts,91,1,34.79624931,0,6.904425157,16.25241338,0,0,0.013736857
1,cfacts,96,0,10.47377939,1,12.56844792,18.70640406,0,0,0.011673157
1,cfacts,97,1,11.35531071,1,6.58589888,4.290617511,1,0,0.047106999
1,cfacts,99,1,18.53211387,1,22.02203634,21.63015066,1,0,0.010086493
1,cfacts,0,0,6.06270909,0,9.760573539,13.56281403,0,0,0.015846435
1,cfacts,1,1,22.91845079,0,21.48719838,15.22984782,1,0,0.01409282
1,cfacts,5,0,36.38927743,0,24.85136816,15.10812265,1,0,0.014205675
1,cfacts,7,1,69.47656127,0,22.88178212,17.2257256,1,0,0.012397349
1,cfacts,9,0,2.773556631,0,24.75765433,16.17720916,0,0,0.012989869
1,cfacts,11,0,6.137586857,1,1.473058059,23.85149297,1,0,0.009380606
1,cfacts,12,1,29.09794376,0,20.5809284,4.076850342,0,0,0.04586907
1,cfacts,16,1,39.96964716,1,11.816377,20.36560839,1,0,0.010982519
1,cfacts,17,0,4.982754879,1,23.59006348,12.68563627,0,0,0.016332373
1,cfacts,18,1,26.02528048,0,15.64716313,17.06004991,0,0,0.012803281
1,cfacts,19,1,48.08688173,0,20.81324144,22.0385649,1,0,0.009967709
1,cfacts,20,0,42.27783929,0,21.67758554,1.37039567,1,0,0.102432067
1,cfacts,21,1,45.8132511,1,3.361234816,22.02145037,1,0,0.010272851
1,cfacts,22,0,3.031092933,0,14.47021328,4.474016283,1,0,0.041696972
1,cfacts,23,0,63.30741052,0,24.67351943,18.88242696,1,0,0.011359099
1,cfacts,25,1,1.678871754,0,11.08866104,8.323060095,1,0,0.024849135
1,cfacts,26,1,93.92133419,1,19.12133294,23.96274299,0,0,0.009018
1,cfacts,27,1,19.77004231,1,24.73942654,21.03583255,1,0,0.010321838
1,cfacts,28,0,16.95895946,1,2.992902617,7.138930402,1,0,0.030263555
1,cfacts,30,1,34.86631546,1,18.82401405,8.974763217,0,0,0.023512958
1,cfacts,32,0,0.596614082,1,21.96632667,3.993929678,1,0,0.043545234
1,cfacts,33,1,43.14338936,1,2.553667269,23.43518932,1,0,0.009682632
1,cfacts,0,0,12.89259059,1,17.47819045,2.872555604,0,0,0.059159218
1,cfacts,1,0,47.46374227,0,9.211401558,5.836582714,0,0,0.035847205
1,cfacts,2,1,38.51376876,0,19.9131222,12.84331759,0,0,0.016773065
1,cfacts,5,0,47.49546445,1,3.934936219,6.677370881,0,0,0.032655315
1,cfacts,7,0,23.21411117,0,9.577856879,12.73036249,1,0,0.017131974
1,cfacts,8,1,52.13835409,1,10.16800767,7.48981026,0,0,0.028414343
1,cfacts,9,0,35.00375383,0,9.09728109,24.61230097,0,0,0.009098377
1,cfacts,10,0,10.8917935,1,20.06010112,0.996062809,0,0,0.109006306
1,cfacts,0,1,9.779926672,0,4.511582296,1.055541306,0,0,0.139699384
1,cfacts,2,1,36.78443387,1,0.696935385,5.309221134,1,0,0.042586183
1,cfacts,3,1,99.5714191,1,18.37855801,14.77977471,0,0,0.014116665
1,cfacts,0,0,19.02202029,1,18.10576656,1.40711246,1,0,0.099098555
1,bads,1,1,97.18774082,1,4.355539095,14.18299471,0,1,0.015152844
1,bads,7,1,96.16329757,0,9.450576798,1.18137796,0,1,0.100935166
1,bads,8,0,52.40260946,1,0.322532244,21.4317912,1,1,0.010546924
1,bads,12,1,97.4744605,0,5.826915655,19.62840487,1,1,0.011100205
1,bads,13,0,97.61205778,1,6.612550785,12.15008662,1,1,0.017406984
1,bads,14,0,86.61700553,1,10.57007164,15.80303342,1,1,0.013610221
1,bads,15,0,84.33548155,0,10.19329208,15.29288127,0,1,0.014006213
1,bads,17,1,85.20664607,0,19.79044469,16.87694849,1,1,0.012580191
1,bads,18,0,88.83279571,0,19.6521425,15.40803571,0,1,0.013595131
1,bads,22,1,57.77352939,0,8.438952628,18.83738556,1,1,0.011772235
1,bads,29,0,79.93880681,1,8.91271276,4.387585352,1,1,0.0437408
1,bads,31,1,61.75353429,0,23.04391348,18.40435337,0,1,0.011680208
1,bads,32,1,90.64677298,0,18.19738304,20.60405337,1,1,0.010431413
1,bads,38,0,68.42730452,0,20.62869478,23.2820496,1,1,0.00934831
1,bads,39,0,78.06391568,0,1.890727274,7.249758678,0,1,0.02891535
1,bads,40,1,88.63647883,1,6.355665296,9.811665466,1,1,0.02149166
1,bads,42,1,71.62960924,0,1.03469528,20.86190346,1,1,0.010703605
1,bads,45,0,63.21208143,0,11.14636922,17.92869065,1,1,0.012221824
1,bads,47,0,95.56823887,0,11.47781308,9.182965389,0,1,0.022023861
1,bads,49,1,77.67641683,0,7.909799355,12.96987959,1,1,0.016612468
1,bads,53,0,74.76288452,1,2.334660954,11.67779276,0,1,0.018617631
1,bads,57,0,95.1069425,1,6.039207827,24.12160604,0,1,0.009103324
1,bads,62,1,93.53004084,1,0.068146725,23.97267312,1,1,0.00926908
1,bads,63,1,90.65863177,0,3.638034174,19.23921675,1,1,0.011402582
1,bads,70,0,84.47750794,0,20.41390201,0.125928599,0,1,0.154167927
1,bads,73,0,80.84636733,0,9.38982154,6.288885758,1,1,0.031768366
1,bads,77,0,50.61066942,0,10.98004927,19.87322258,1,1,0.011153389
1,bads,85,0,92.53006742,1,7.78709297,7.313135418,1,1,0.0276494
1,bads,88,0,61.04432526,1,2.708743362,20.00627982,0,1,0.011167702
1,bads,92,0,61.44260844,0,18.9160149,14.81011491,0,1,0.014409639
1,bads,93,0,62.77085446,0,2.583207845,15.02347648,0,1,0.01471666
1,bads,94,0,88.69030296,0,5.991922201,19.8333328,1,1,0.011022938
1,bads,95,1,49.25060894,1,0.012274095,23.44640663,0,1,0.009668346
1,bads,98,0,41.68033067,1,1.951686812,23.86627907,1,1,0.00950873
1,bads,2,1,49.99978363,0,1.808028982,20.35661349,0,1,0.011065858
1,bads,3,1,58.44328307,0,14.12039397,21.14056397,1,1,0.010424863
1,bads,4,0,47.81379595,0,2.875701581,11.8541265,1,1,0.018810504
1,bads,6,1,80.34974714,0,11.04115381,0.196318234,1,1,0.206638862
1,bads,8,1,94.54201509,1,3.824567808,0.386151867,0,1,0.187707477
1,bads,10,0,74.40794496,1,1.482598342,12.64740116,0,1,0.017296747
1,bads,13,0,91.71019677,0,19.41480604,9.594418198,1,1,0.020819555
1,bads,14,0,77.53552964,0,6.198419726,21.43243867,0,1,0.010273005
1,bads,15,0,66.20191625,1,6.171148013,12.85238433,1,1,0.017000463
1,bads,24,1,45.09655819,0,2.391131661,14.14577789,0,1,0.015876036
1,bads,29,1,75.50940452,0,10.11098253,5.067078854,1,1,0.038777583
1,bads,31,1,61.15483805,0,14.85199849,8.30289537,1,1,0.025044454
1,bads,3,0,84.53850947,0,14.67915536,18.14753501,0,1,0.011821982
1,bads,4,1,56.16247031,0,8.764176327,22.59159352,0,1,0.009849717
1,bads,6,1,59.61940429,1,0.034235234,3.194983792,0,1,0.065595768
1,bads,11,1,79.14985973,0,2.388882016,4.772375778,0,1,0.042204651
1,bads,1,1,60.75489453,0,15.61825729,16.85198854,1,1,0.012906559
2,cfacts,0,1,23.9427394,1,17.87200054,0.641330504,0,0,0.155177518
2,cfacts,1,1,14.7883552,1,4.511582296,1.055541306,1,0,0.152349308
2,cfacts,2,1,9.779926672,0,2.115519219,1.531241153,0,0,0.112577648
2,cfacts,3,0,10.8917935,1,20.06010112,1.37039567,1,0,0.093921336
2,cfacts,4,0,42.27783929,0,21.67758554,0.996062809,0,0,0.120639763
2,cfacts,5,0,19.02202029,1,21.3005763,1.581997103,1,0,0.088208344
2,cfacts,6,1,44.41674377,1,21.3005763,1.581997103,0,0,0.094536834
2,cfacts,7,0,16.46092289,0,0.124015039,2.065251217,0,0,0.09309286
2,cfacts,8,1,44.41674377,1,17.47819045,2.805809057,0,0,0.065078476
2,cfacts,9,0,73.29052811,1,17.47819045,2.872555604,0,0,0.057703312
2,cfacts,10,0,40.9679465,1,13.9312511,3.719511864,1,0,0.053598789
2,cfacts,11,1,29.09794376,1,23.51991003,3.248121665,0,0,0.054216012
2,cfacts,12,0,12.78574778,0,14.63875571,5.155755005,1,0,0.037755204
2,cfacts,13,1,1.257585087,1,12.74347358,5.309221134,1,0,0.036843554
2,cfacts,14,0,28.58189541,0,6.548879362,4.474016283,1,0,0.046594499
2,cfacts,15,0,16.95895946,1,2.992902617,5.18477464,0,0,0.040571544
2,cfacts,16,1,12.78574778,0,18.30539832,7.393151967,1,0,0.027267977
2,cfacts,17,0,28.58189541,1,6.548879362,6.786635757,1,0,0.031819213
2,cfacts,18,1,1.257585087,1,12.74347358,6.47949726,1,0,0.030989292
2,cfacts,19,1,72.10925517,1,17.69889293,6.481518925,0,0,0.030351633
2,cfacts,20,0,16.95895946,1,2.992902617,7.138930402,1,0,0.030263555
2,cfacts,21,0,14.27988669,0,2.652948726,7.527486433,1,0,0.028570843
2,cfacts,22,0,24.7145166,0,11.26209438,7.393151967,1,0,0.028440851
2,cfacts,23,1,52.13835409,1,10.16800767,7.48981026,0,0,0.028414343
2,cfacts,24,1,64.86762995,0,21.52915001,7.753242243,1,0,0.0258287
2,cfacts,25,0,45.88948743,1,19.23289137,7.527486433,1,0,0.027477297
2,cfacts,26,1,1.678871754,0,11.08866104,8.323060095,1,0,0.024849135
2,cfacts,27,0,3.130541405,1,13.19820885,8.27113191,1,0,0.024840799
2,cfacts,28,1,59.61433368,1,11.72606618,8.810408674,1,0,0.024133374
2,cfacts,29,1,34.86631546,1,18.82401405,8.974763217,0,0,0.023512958
2,cfacts,30,1,47.03999292,1,17.1736435,9.250568177,0,0,0.022886444
2,cfacts,31,0,17.09495542,1,9.951350479,9.9784061,0,0,0.021418771
2,cfacts,32,1,78.72984266,1,21.94185192,9.521333564,0,0,0.021165039
2,cfacts,33,0,31.47592524,1,21.51174714,11.68345665,0,0,0.018134211
2,cfacts,34,0,16.39280668,1,3.925351795,12.20341945,1,0,0.018049901
2,cfacts,35,0,23.21411117,0,9.577856879,12.73036249,1,0,0.017131974
2,cfacts,36,1,38.51376876,0,19.9131222,12.84331759,0,0,0.016773065
2,cfacts,37,1,32.62644217,1,5.808442037,13.37578225,0,0,0.016673574
2,cfacts,38,0,72.10925517,1,17.69889293,13.30774932,0,0,0.015867446
2,cfacts,39,0,4.982754879,1,23.59006348,12.68563627,0,0,0.016332373
2,cfacts,40,0,27.12664067,0,4.47708796,13.61899646,1,0,0.016314756
2,cfacts,41,0,6.06270909,0,9.760573539,13.56281403,0,0,0.015846435
2,cfacts,42,0,16.46092289,0,24.81117003,13.50599445,0,0,0.015486075
2,cfacts,43,1,25.59533928,0,14.62308966,5.18477464,1,0,0.038794383
2,cfacts,44,0,3.031092933,0,14.47021328,4.474016283,1,0,0.041696972
2,cfacts,45,1,25.84306324,1,2.595517636,22.24207333,0,0,0.010132438
2,cfacts,46,1,73.26697388,1,18.10576656,1.40711246,1,0,0.093729344
2,cfacts,0,1,64.53332721,1,5.424969169,19.95228887,0,0,0.011144506
2,cfacts,1,0,11.67295948,0,22.80173088,1.345014129,1,0,0.090305512
2,cfacts,2,0,91.37798145,1,24.25261311,14.55288362,1,0,0.014224967
2,cfacts,3,1,85.12198225,1,15.94424115,10.97899088,0,0,0.018844075
2,cfacts,4,1,41.9780525,0,9.708465028,18.7601708,0,0,0.011884765
2,cfacts,5,0,36.5498634,1,17.20964388,0.594203305,1,0,0.182439933
2,cfacts,8,1,1.753397293,0,9.217861103,3.808980637,0,0,0.049147518
2,cfacts,9,1,3.976662136,1,20.80561254,10.36800467,0,0,0.019785741
2,cfacts,10,0,79.89872055,1,7.607897659,22.76194215,0,0,0.009677203
2,cfacts,12,1,13.1130195,0,9.468381833,6.29440444,1,0,0.032770358
2,cfacts,15,0,37.38512797,0,9.973106439,7.356713569,1,0,0.029285003
2,cfacts,16,0,13.4826095,0,8.785534799,19.59091854,0,0,0.011237976
2,cfacts,17,1,5.02598292,0,18.34599952,16.04785626,1,0,0.013332782
2,cfacts,21,0,64.77874362,0,16.17053812,24.3937454,1,0,0.009010425
2,cfacts,22,1,44.95449565,0,22.19801928,19.59217489,1,0,0.011154487
2,cfacts,23,0,11.52295372,0,3.574744753,3.197702481,0,0,0.060683178
2,cfacts,24,1,37.11714871,0,20.40634378,9.638641942,1,0,0.02194972
2,cfacts,25,0,60.84690392,1,15.24308507,12.24924079,1,0,0.017463562
2,cfacts,27,0,29.21384716,0,19.17221698,17.60709634,1,0,0.012366323
2,cfacts,28,1,23.57577981,1,13.44220083,21.03446901,1,0,0.01052834
2,cfacts,29,0,30.48387363,0,19.99822061,0.111614885,0,0,0.225481659
2,cfacts,30,0,6.556044278,1,10.22170082,3.330584703,0,0,0.055092589
2,cfacts,31,0,68.63604501,1,16.63756984,7.086570979,1,0,0.028362537
2,cfacts,32,1,35.18766823,0,4.970105135,24.60275569,1,0,0.00918228
2,cfacts,33,1,30.37752854,0,4.796114369,10.11319696,0,0,0.021828135
2,cfacts,34,1,53.69081737,1,8.506560203,4.256299074,1,0,0.04832997
2,cfacts,36,1,0.9884821,1,17.91316976,22.53390409,1,0,0.009671207
2,cfacts,37,1,69.70477378,1,16.67012057,20.25610211,0,0,0.010750486
2,cfacts,39,0,44.10013461,0,10.65992289,13.49239143,1,0,0.016309319
2,cfacts,40,1,58.07708137,0,22.81323136,19.42884404,1,0,0.011146944
2,cfacts,42,0,1.48662344,1,4.68008272,15.99636643,1,0,0.013715449
2,cfacts,43,1,11.59598918,0,17.09293938,18.42113603,0,0,0.011759521
2,cfacts,45,1,28.09349921,0,4.114763655,4.218298837,1,0,0.050416563
2,cfacts,46,0,2.237481953,0,22.16234362,24.64761991,0,0,0.008792486
2,cfacts,48,1,91.59672278,1,24.78677769,12.26567358,1,0,0.016610544
2,cfacts,49,0,57.73687271,0,21.56473278,15.49925439,1,0,0.013801634
2,cfacts,50,1,46.18548297,1,21.70644368,19.00189977,1,0,0.011509136
2,cfacts,51,1,14.04681447,0,15.71782656,11.46462959,0,0,0.018441938
2,cfacts,2,1,39.27352644,0,13.45562724,20.84866532,0,0,0.010670835
2,cfacts,3,1,16.43276386,1,16.21666744,16.21222277,0,0,0.013367358
2,cfacts,4,1,11.57303746,1,20.85159892,1.558740947,0,0,0.086537141
2,cfacts,5,1,29.96661455,0,16.80160829,12.1486153,0,0,0.01768221
2,cfacts,7,1,19.15526188,0,8.304903847,7.240636138,1,0,0.029264058
2,cfacts,8,1,13.14621366,1,13.88411499,15.20213143,1,0,0.014277968
2,cfacts,9,0,7.775737697,1,21.08273901,22.59994268,0,0,0.009602048
2,cfacts,10,1,84.624938,1,13.07966487,15.10876282,1,0,0.014176641
2,cfacts,11,0,24.11898218,0,19.02102458,0.473285939,0,0,0.161170694
2,cfacts,12,0,20.08504641,0,14.26068128,12.91934976,0,0,0.016602708
2,cfacts,13,1,39.08538679,1,16.11912391,7.160791217,1,0,0.029587255
2,cfacts,0,1,44.74142825,1,18.06821886,2.350778513,0,0,0.074195543
2,cfacts,1,1,67.81223326,1,16.59773014,8.472485827,1,0,0.024322373
2,cfacts,2,0,37.41481585,1,19.05258472,12.04569652,0,0,0.017840318
2,cfacts,0,0,25.96147771,0,7.029108759,17.10560704,0,0,0.012956581
2,bads,6,1,73.28655311,1,0.388946923,9.669637594,1,1,0.022618458
2,bads,7,1,56.74931549,1,3.61780717,11.92736004,1,1,0.018612815
2,bads,11,0,40.87482365,1,1.446797294,11.7158556,0,1,0.019238235
2,bads,13,0,89.30042494,0,6.031353812,13.30837653,0,1,0.016042093
2,bads,14,1,72.4975215,1,1.401498452,1.521060865,0,1,0.113801445
2,bads,18,0,64.03641133,1,1.58012053,0.59962129,0,1,0.222095799
2,bads,19,0,62.58267658,0,9.476361156,14.24689997,1,1,0.015289109
2,bads,20,0,74.1746599,1,8.56083807,5.433502011,1,1,0.036912266
2,bads,26,1,52.50415863,0,0.73106735,4.559292845,0,1,0.047342037
2,bads,35,1,61.71594707,0,12.98601266,3.023177949,1,1,0.060438691
2,bads,38,0,69.50756272,0,20.53361408,15.48251518,0,1,0.01369728
2,bads,41,0,50.38846281,0,2.729193103,7.953763458,1,1,0.027635746
2,bads,44,1,61.20470133,1,6.344317002,14.39121816,1,1,0.015346127
2,bads,47,0,88.94608918,1,1.710021162,20.27988904,1,1,0.010883723
2,bads,52,1,93.04365722,1,5.621391996,18.47790512,0,1,0.011794417
2,bads,0,0,73.83569836,0,3.947927394,10.97536238,0,1,0.019609598
2,bads,1,0,56.67778068,0,8.689501863,17.43856926,1,1,0.012663988
2,bads,6,0,69.28043452,0,7.472768544,14.88778817,0,1,0.014613692
2,bads,14,1,62.94862005,0,21.40910343,13.42357783,0,1,0.015721013
2,bads,3,1,56.97937438,0,3.657610198,5.610064661,1,1,0.038120502
2,bads,0,0,76.24942789,0,2.678632947,16.6248706,0,1,0.013212951
3,cfacts,0,0,30.48387363,0,19.99822061,0.111614885,0,0,0.225481659
3,cfacts,1,0,24.11898218,1,19.02102458,0.594203305,1,0,0.156224291
3,cfacts,2,0,36.5498634,0,17.20964388,0.473285939,0,0,0.189221746
3,cfacts,3,1,14.7883552,1,4.511582296,1.055541306,1,0,0.152349308
3,cfacts,4,0,44.41674377,0,21.67758554,1.581997103,0,0,0.091175851
3,cfacts,5,1,9.779926672,0,2.115519219,1.531241153,0,0,0.112577648
3,cfacts,6,1,73.26697388,1,21.3005763,1.581997103,0,0,0.082771073
3,cfacts,7,0,10.8917935,1,20.06010112,1.37039567,1,0,0.093921336
3,cfacts,8,0,19.02202029,1,18.10576656,1.581997103,1,0,0.092104778
3,cfacts,9,0,16.46092289,0,0.124015039,2.065251217,0,0,0.09309286
3,cfacts,10,1,19.02202029,1,21.3005763,1.558740947,0,0,0.089008342
3,cfacts,11,0,11.52295372,1,20.85159892,1.558740947,0,0,0.085287783
3,cfacts,12,1,44.41674377,1,18.06821886,2.350778513,0,0,0.074288815
3,cfacts,13,0,44.41674377,1,17.47819045,3.330584703,0,0,0.056079052
3,cfacts,14,0,11.52295372,1,3.574744753,2.872555604,0,0,0.06716921
3,cfacts,15,0,40.9679465,1,17.47819045,2.872555604,1,0,0.06460466
3,cfacts,16,0,29.09794376,1,10.22170082,3.330584703,0,0,0.058905255
3,cfacts,17,1,53.69081737,1,8.506560203,3.248121665,0,0,0.060825193
3,cfacts,18,0,28.09349921,1,4.114763655,3.719511864,1,0,0.056659221
3,cfacts,19,1,28.09349921,0,4.114763655,4.218298837,1,0,0.050416563
3,cfacts,20,1,53.69081737,1,8.506560203,5.309221134,1,0,0.039518907
3,cfacts,21,0,3.031092933,0,14.47021328,4.474016283,1,0,0.041696972
3,cfacts,22,1,25.59533928,0,14.62308966,5.18477464,1,0,0.038794383
3,cfacts,23,0,12.78574778,0,14.63875571,5.155755005,1,0,0.037755204
3,cfacts,24,1,1.257585087,1,12.74347358,5.309221134,1,0,0.036843554
3,cfacts,25,0,28.58189541,1,6.548879362,6.786635757,1,0,0.031819213
3,cfacts,26,1,1.257585087,1,12.74347358,6.47949726,1,0,0.030989292
3,cfacts,27,1,72.10925517,1,17.69889293,6.481518925,0,0,0.030351633
3,cfacts,28,0,16.95895946,1,2.992902617,7.138930402,1,0,0.030263555
3,cfacts,29,1,39.08538679,1,16.11912391,7.160791217,1,0,0.029587255
3,cfacts,30,0,37.38512797,0,9.973106439,7.356713569,1,0,0.029285003
3,cfacts,31,0,14.27988669,0,2.652948726,7.527486433,1,0,0.028570843
3,cfacts,32,0,24.7145166,0,11.26209438,7.393151967,1,0,0.028440851
3,cfacts,33,1,52.13835409,1,10.16800767,7.48981026,0,0,0.028414343
3,cfacts,34,0,68.63604501,1,16.63756984,7.086570979,1,0,0.028362537
3,cfacts,35,0,45.88948743,1,19.23289137,7.527486433,1,0,0.027477297
3,cfacts,36,1,12.78574778,0,18.30539832,7.393151967,1,0,0.027267977
3,cfacts,37,1,67.78709607,1,24.94264981,7.537436978,0,0,0.026017492
3,cfacts,38,1,64.86762995,0,21.52915001,7.753242243,1,0,0.0258287
3,cfacts,39,1,1.678871754,0,11.08866104,8.323060095,1,0,0.024849135
3,cfacts,40,0,3.130541405,1,13.19820885,8.27113191,1,0,0.024840799
3,cfacts,41,1,34.86631546,1,18.82401405,8.974763217,0,0,0.023512958
3,cfacts,42,0,55.0575761,0,22.65532391,8.828021706,1,0,0.023121347
3,cfacts,43,1,26.86203739,0,16.99331654,13.11821003,0,0,0.016395388
3,cfacts,44,1,50.61831491,1,22.96063058,2.350778513,0,0,0.068877033
3,cfacts,45,1,56.14491301,0,19.4472142,14.91976789,1,0,0.014419876
3,cfacts,46,0,15.54741916,0,2.19788917,16.50823001,1,0,0.013474479
3,cfacts,47,0,51.15345013,1,6.613971743,17.46740699,0,0,0.012740327
3,cfacts,0,1,1.538296116,1,8.588261978,11.754579,1,0,0.018267197
3,cfacts,1,1,38.50795314,0,12.94155813,6.338664797,0,0,0.033251523
3,cfacts,2,1,68.53650152,1,14.41733718,4.940179572,1,0,0.039450103
3,cfacts,3,0,26.43918748,0,23.01872808,10.67960604,1,0,0.019517956
3,cfacts,5,1,49.3062033,1,24.31048542,22.41946844,0,0,0.009748358
3,cfacts,6,1,28.77773195,1,11.15049405,5.668507653,1,0,0.036978802
3,cfacts,7,0,43.13578021,1,12.9882098,10.06086299,1,0,0.021545963
3,cfacts,8,0,6.562119089,0,24.78665355,3.519591188,1,0,0.04724669
3,cfacts,9,1,48.14966294,1,4.393937253,2.971547058,0,0,0.069819692
3,cfacts,10,0,40.96104505,0,18.38193805,5.943280849,1,0,0.034205879
3,cfacts,11,1,46.11233981,0,17.07648979,0.074306983,1,0,0.291852183
3,cfacts,12,0,10.21050839,1,5.604047295,14.96584612,0,0,0.014652857
3,cfacts,13,1,2.758549451,0,24.15646283,5.557047283,1,0,0.033300771
3,cfacts,14,1,13.14667431,0,0.914570461,10.78701899,1,0,0.020444298
3,cfacts,15,1,31.02871503,1,16.51505698,20.21572281,0,0,0.010912977
3,cfacts,16,0,10.80290698,0,21.83872191,10.39454934,1,0,0.019753582
3,cfacts,22,0,55.14175646,0,24.55748935,14.07845034,1,0,0.015027624
3,cfacts,26,1,51.14471724,1,4.50924082,1.366173377,0,0,0.13400756
3,cfacts,27,0,2.984578315,1,2.776007187,2.886388309,1,0,0.066195287
3,cfacts,28,1,29.75174309,0,20.74602895,11.93796162,0,0,0.017782713
3,cfacts,29,1,23.71911033,0,9.585534224,7.466514378,0,0,0.028342808
3,cfacts,30,1,29.24870073,1,9.948437637,22.58336679,0,0,0.009889771
